,gold_ratio = 0.002,gold_ratio = 0.01,gold_ratio = 0.006,gold_ratio = 0.014,gold_ratio = 0.18,Date
24,1070.24799788641,1070.23982893611,1070.23166564575,1070.22350801091,1070.21535602719,11/27/16
25,1070.37102011391,1070.3628520186,1070.35468958303,1070.34653280279,1070.33838167345,11/28/16
26,1064.0116520336,1064.00353675114,1063.99542709273,1063.98732305401,1063.97922463058,11/29/16
27,1062.94397136036,1062.93591031481,1062.92785486568,1062.91980500861,1062.91176073922,11/30/16
28,1106.09753260887,1106.08916308474,1106.08079938917,1106.07622064641,1106.06795827943,12/1/16
29,1094.50868758455,1094.50040265882,1094.49212350206,1094.48743588381,1094.47925704471,12/2/16
30,1092.5819999994,1092.57372330243,1092.56545236731,1092.56044958106,1092.55227889124,12/3/16
31,1080.76687171982,1080.75864548456,1080.75042496748,1080.74348945975,1080.73536874426,12/4/16
32,1083.68972567598,1083.68145496073,1083.67318998973,1083.66510389922,1083.65693936433,12/5/16
33,1087.09909046993,1087.09078919517,1087.08249368488,1087.0741509471,1087.06595626334,12/6/16
34,1102.23366805045,1102.22532263954,1102.21698303926,1102.212159384,1102.20392084237,12/7/16
35,1102.58369768748,1102.57537392482,1102.56705596305,1102.5634676271,1102.55525035756,12/8/16
36,1101.17653839516,1101.16824394093,1101.15995527127,1101.15732264413,1101.14913423176,12/9/16
37,1112.39666022848,1112.38831785375,1112.37998130506,1112.37918454996,1112.37094867996,12/10/16
38,1112.39666022848,1112.38831785375,1112.37998130506,1112.37918454996,1112.37094867996,12/11/16
39,1113.82383165843,1113.81547557747,1113.80712533147,1113.80617468351,1113.79792529461,12/12/16
40,1109.46935319952,1109.46100422235,1109.45266106952,1109.45041285787,1109.4421705871,12/13/16
41,1111.7491312456,1111.74088219007,1111.73263891498,1111.73634561195,1111.72820150612,12/14/16
42,1110.56341432509,1110.5551558886,1110.54690323505,1110.54968063055,1110.54152733864,12/15/16
43,1128.58770507209,1128.57384136939,1128.55998698213,1128.56256612144,1128.75215617605,12/16/16
44,1128.15850030275,1128.14464184814,1128.13079270545,1128.13336963091,1128.32708744694,12/17/16
45,1128.54478459516,1128.53092141726,1128.51706755446,1128.51964647239,1128.70964930314,12/18/16
46,1134.86648988687,1134.85254998528,1134.83861945052,1134.84126070974,1134.86790593345,12/19/16
47,1179.39081858339,1179.37633379031,1179.36185873058,1179.36470649122,1179.04039025385,12/20/16
48,1194.78457919388,1194.76990627256,1194.75524321121,1194.7581763267,1194.2634235447,12/21/16
49,1289.69685277385,1289.68101897314,1289.6651958134,1289.66860606765,1288.29245662121,12/22/16
50,1275.81920216418,1275.80353807619,1275.787884515,1275.79122366485,1274.54856771343,12/23/16
51,1277.23558093774,1277.21989952856,1277.20422865783,1277.20757506472,1275.95129451948,12/24/16
52,1284.002723967,1283.98695980099,1283.97120622911,1283.97458730856,1282.65321148173,12/25/16
53,1331.27257717768,1331.25623493862,1331.23990368262,1331.24352695684,1329.46744751398,12/26/16
54,1331.22965660878,1331.21331489461,1331.19698416314,1331.20060721745,1329.42494064107,12/27/16
55,1378.50155736156,1378.48463693354,1378.46772787749,1378.47156128954,1376.35102272931,12/28/16
56,1362.43588185011,1362.41915761475,1362.40244461929,1362.40618134258,1360.4897624965,12/29/16
57,1370.97707506039,1370.96024637297,1370.94342899572,1370.9472094812,1368.94863020572,12/30/16
58,1427.63222600298,1427.61470446771,1427.59719470877,1427.60126547611,1425.05770244776,12/31/16
59,1453.74223874798,1453.72439790783,1453.70656905885,1453.71077360508,1450.91605013507,1/1/17
60,1450.09399039183,1450.07619416688,1450.05840990308,1450.06259575692,1447.30296593766,1/2/17
61,1612.25030055954,1612.2305205687,1612.21075387358,1612.21573321828,1608.02507871812,1/3/17
62,1582.55509064263,1581.7715213148,1580.98873151558,1580.23086391784,1575.71434132283,1/4/17
63,1581.44234465287,1580.65933457056,1579.87710345861,1579.11977707734,1574.60621820392,1/5/17
64,1584.64592933876,1583.8418285668,1583.03853686011,1582.26022704556,1577.72145906662,1/6/17
65,1584.64593061639,1583.84182984441,1583.03853813771,1582.26022832316,1577.72146033194,1/7/17
66,1584.64593088186,1583.84183010988,1583.03853840317,1582.26022858863,1577.72146059485,1/8/17
67,1599.43673981196,1598.62513365574,1597.81434411651,1597.02876964587,1592.44763837682,1/9/17
68,1585.04191862969,1583.90902439478,1583.10569860705,1582.32735577132,1577.78839524173,1/10/17
69,1585.04191862924,1619.52334778161,1618.7019590337,1617.90611498103,1613.26509745848,1/11/17
70,1644.23223367348,1599.76794048544,1598.95657152366,1598.17043565671,1593.58602639299,1/12/17
71,1627.56036257891,1616.76860982527,1615.94861836865,1615.15412815747,1610.52100238582,1/13/17
72,1630.82311539456,1616.76863532838,1615.9486438693,1615.15415365612,1610.52102763706,1/14/17
73,1652.60795888925,1616.76880560834,1615.94881413284,1615.15432390621,1610.52119623529,1/15/17
74,1798.53956996416,1634.30832062141,1633.47943388006,1632.67632503959,1627.99292804815,1/16/17
75,1804.03165817608,1632.56124579894,1631.73324516093,1630.93099486733,1626.25260402892,1/17/17
76,1782.53863959348,1607.4294609194,1606.61420661289,1605.82430624791,1601.2179346154,1/18/17
77,1778.20508848593,1613.47714233858,1612.65882074021,1611.86594847314,1607.24224673646,1/19/17
78,1782.22249629106,1630.00759553889,1629.18088999748,1628.37989452158,1623.70882263071,1/20/17
79,1827.91751631817,1630.00795271134,1629.1812471355,1628.3802516314,1623.70917627564,1/21/17
80,1834.82239972628,1630.00800668296,1629.18130110191,1628.38030559355,1623.70922971422,1/22/17
81,1830.63644832204,1635.31652405347,1634.48712607208,1633.68352189434,1628.99723406365,1/23/17
82,1777.05998148713,1606.01828452763,1605.20374592744,1604.41453901029,1599.81221156085,1/24/17
83,1822.64953892271,1598.89577619835,1598.08485015583,1597.29914345394,1592.7172239462,1/25/17
84,1820.84620372666,1592.3776689545,1591.57004877587,1590.78754512801,1586.22430411232,1/26/17
85,1831.31748718642,1603.06204781877,1602.24900874419,1601.46125472478,1596.8673958172,1/27/17
86,1822.60327404733,1603.06197970463,1602.24894063662,1601.46118662259,1596.86732837578,1/28/17
87,1815.15512658381,1603.06192148662,1602.24888242423,1601.46112841479,1596.86727073274,1/29/17
88,1919.6561874601,1629.94147294472,1629.11480138079,1628.31383884126,1623.64294908964,1/30/17
89,1949.50011639857,1617.64468512406,1616.82425037105,1616.02933068613,1611.39367721818,1/31/17
90,1956.89478565999,1642.23878511203,1641.40587668662,1640.59887125109,1635.89274012917,2/1/17
91,2015.80937341309,1633.16767267628,1632.33936514914,1631.53681753442,1626.85667759436,2/2/17
92,2051.57244644169,1648.69042146603,1647.85424118779,1647.04406566211,1642.31944156617,2/3/17
93,2057.68256794268,1648.69046922544,1647.85428894259,1647.04411341315,1642.31948885389,2/4/17
94,2037.67176566143,1648.69031281218,1647.85413254441,1647.04395702731,1642.3193339854,2/5/17
95,2089.6003572401,1654.40244981821,1653.56337262146,1652.75039027338,1648.00939566296,2/6/17
96,2095.0327490669,1669.32019000075,1668.47354680527,1667.65323375542,1662.86949033226,2/7/17
97,2053.07569319123,1662.19699757731,1661.35396700547,1660.53715422488,1655.77382537974,2/8/17
98,2053.09899139693,1650.7735354547,1649.93629866253,1649.12509947981,1644.39450589564,2/9/17
99,2053.09745830226,1642.64271822232,1641.80960523803,1641.00240161617,1636.29510783611,2/10/17
100,2053.1005119477,1642.64271823488,1641.8096052506,1641.00240162873,1636.29510784855,2/11/17
101,2053.09977528438,1642.64271823185,1641.80960524756,1641.0024016257,1636.29510784555,2/12/17
102,2053.10111503519,1654.06618045582,1653.22727369186,1652.4144564721,1647.67442743,2/13/17
103,2053.11238503019,1645.53218225663,1644.69760378689,1643.88898025497,1639.17340637866,2/14/17
104,2058.372337358,1667.23680150987,1666.39121485478,1665.57192548363,1660.79415421162,2/15/17
105,2058.35618536256,1669.11831280783,1668.27177188317,1667.45155791943,1662.66839495845,2/16/17
106,2100.97219447979,1662.86934011143,1662.02596869294,1661.20882567117,1656.44356759263,2/17/17
107,2093.3014065442,1662.86928015318,1662.02590874047,1661.20876572343,1656.44350822654,2/18/17
108,2089.5050639125,1662.86925047929,1662.02587906945,1661.20873605475,1656.44347884572,2/19/17
109,2234.49295439752,1657.36024316896,1656.51966629651,1655.70523092782,1650.95575267471,2/20/17
110,2233.3690533178,1661.99681610802,1661.15388764348,1660.33717381517,1655.57440898216,2/21/17
111,2246.86366067308,1677.11620981812,1676.2656131056,1675.44146950705,1670.63537756888,2/22/17
112,2336.05391389466,1684.844543175,1683.99002707371,1683.16208598627,1678.33384284325,2/23/17
113,2289.33206314196,1689.61515337643,1688.75821755531,1687.92793199405,1683.08602060791,2/24/17
114,2289.3318245605,1689.61515337545,1688.75821755433,1687.92793199307,1683.08602060694,2/25/17
115,2322.75660855874,1689.61541454989,1688.75847870359,1687.92819312171,1683.08627920195,2/26/17
116,2316.63044430449,1687.46506789496,1686.60922264709,1685.77999374624,1680.94424222266,2/27/17
117,2323.02200112493,1667.0372795337,1666.19179492232,1665.37260445141,1660.59539079385,2/28/17
118,2454.70578802762,1663.94725423591,1663.10333714902,1662.2856654656,1657.51729949906,3/1/17
119,2504.06084230638,1648.35797392675,1647.52196360765,1646.71195280363,1641.98825709896,3/2/17
120,2507.7425287919,1654.33852115965,1653.49947762342,1652.68652793324,1647.94569407672,3/3/17
121,2458.42240772292,1654.33813565561,1653.49909215737,1652.68614249843,1647.94531238244,3/4/17
122,2458.55696952465,1654.3381367074,1653.49909320905,1652.68614355003,1647.94531342383,3/5/17
123,2458.38520738955,1635.11984010334,1634.29054378816,1633.4870381829,1628.80128033457,3/6/17
124,2457.41662328462,1625.10750388232,1624.28328564575,1623.48470019493,1618.82763391468,3/7/17
125,2482.00830898999,1625.85913334221,1624.22762469394,1622.62255413535,1617.16376050675,3/8/17
126,2481.21792297347,1625.26490616941,1623.63395542297,1622.02943314124,1616.5725965723,3/9/17
127,2454.31031393436,1607.95954358662,1606.34611806897,1604.75883945651,1599.36026364906,3/10/17
128,2554.89710448394,1672.78113506902,1671.10212883287,1669.45032409059,1663.83358179892,3/11/17
129,2555.28287844278,1673.02975587433,1671.35049810577,1669.69844587591,1664.0808668148,3/12/17
130,2592.0983640934,1696.76504166517,1695.0617750858,1693.3861001924,1687.68864097833,3/13/17
131,2617.12889333246,1712.77026397451,1711.05074036372,1709.3590688927,1703.60767798023,3/14/17
132,2616.30800942668,1712.90633060712,1711.18700839695,1709.49554020682,1703.74402737844,3/15/17
133,2563.88862018289,1679.14407115851,1677.45890937298,1675.80105232332,1670.16317403425,3/16/17
134,2563.87376509847,1679.19781215766,1677.51262707771,1675.85474757739,1670.21671921391,3/17/17
135,2563.87376810022,1679.19781364577,1677.51262856432,1675.85474906252,1670.21672069402,3/18/17
136,2722.6322357037,1781.51458632606,1779.72588623799,1777.96615633093,1771.98376599863,3/19/17
137,2902.30692646632,1897.51175551614,1895.60580192018,1893.73070557388,1887.35801111154,3/20/17
138,2887.70453599751,1888.26299013459,1886.36647630071,1884.50066916613,1878.15918471402,3/21/17
139,2801.9227048817,1832.07272699741,1829.52314217268,1826.85282522198,1819.84834998957,3/22/17
140,2801.90825125604,1832.06341191418,1829.51290594772,1826.8425991969,1819.83815845088,3/23/17
141,2823.91089102514,1846.45554700146,1843.76737154235,1841.07607573461,1834.01687835419,3/24/17
142,2824.66917543182,1846.9441370404,1844.41181385319,1841.71982178883,1834.65839961046,3/25/17
143,2830.65697036274,1850.80228964073,1849.50065824559,1846.80316818307,1839.72417786641,3/26/17
144,2830.28478031853,1850.55605506296,1849.31702908232,1846.61990423409,1839.54171341468,3/27/17
145,2816.78578566842,1841.72657386009,1840.56466310724,1837.8804141633,1830.83583292231,3/28/17
146,2811.5508756044,1838.30431918818,1837.13291515622,1834.45365284068,1827.4221882412,3/29/17
147,2802.66672698269,1832.49542330218,1831.32955154518,1828.65875567186,1821.64950577007,3/30/17
148,2811.81931435213,1838.44411869461,1838.04658608771,1835.36719854848,1828.33343507568,3/31/17
149,2812.73360041237,1839.03322623444,1838.82360994228,1836.14338290485,1829.10693692469,4/1/17
150,2811.3009332878,1838.11010704686,1837.60602982174,1834.92711826042,1827.89487571316,4/2/17
151,2838.6720875688,1855.9688589202,1856.26823411377,1853.56337673996,1846.46096763964,4/3/17
152,2812.09215703965,1838.58889551299,1838.91977185437,1836.2402472236,1829.20426945696,4/4/17
153,2826.79425123001,1848.20534553913,1848.45136180444,1845.75781355574,1838.68523258644,4/5/17
154,2861.58743386713,1870.92233760777,1871.85123001001,1869.12464331982,1861.96358094221,4/6/17
155,2824.98759136012,1846.98882677978,1847.99952110343,1845.30782339553,1838.2381543589,4/7/17
156,2825.20273743397,1847.12745316794,1848.1823671938,1845.49047193861,1838.42017166526,4/8/17
157,2826.97422190193,1848.26888461061,1849.6878978471,1846.99437601342,1839.91887822002,4/9/17
158,2834.62351449869,1853.25858149891,1854.92830226774,1852.22753389098,1845.13237193803,4/10/17
159,2880.91264779581,1883.54223720054,1884.80324723551,1882.0583020102,1874.84819350634,4/11/17
160,2899.55920252327,1895.76764605708,1896.29393395374,1893.53109687814,1886.27588346227,4/12/17
161,2888.5659019473,1888.57300117675,1889.25091559645,1886.49857937601,1879.27055012007,4/13/17
162,2887.45287817859,1887.85583975138,1888.30499062112,1885.55367638001,1878.32891272615,4/14/17
163,2888.69045226673,1888.6532534473,1889.35676711656,1886.60431653391,1879.37592184842,4/15/17
164,2890.08788650865,1889.55367081569,1890.54440388405,1887.79067017614,1880.55817543071,4/16/17
165,2887.94664052535,1888.17398866998,1888.72462418943,1885.97285657533,1878.74664422703,4/17/17
166,2905.82377028612,1898.92384269136,1891.46679673429,1888.71201086421,1881.47627657058,4/18/17
167,2961.71156824995,1935.44541449181,1897.30093590108,1894.53815080167,1887.28059223583,4/19/17
168,2949.83060183316,1927.68144667,1896.62534811111,1893.86343193564,1886.60834365531,4/20/17
169,3007.33478073248,1965.25893929698,1880.53370777306,1877.7961001095,1870.60343537038,4/21/17
170,2999.53227378612,1960.16016478101,1880.32274115483,1877.58536142006,1870.39342499771,4/22/17
171,2940.76626577706,1921.75781203702,1878.73380748757,1875.99814444007,1868.8116934687,4/23/17
172,2925.16517915316,1910.82625755716,1875.98329571395,1873.22109378749,1866.01485010074,4/24/17
173,2928.80386211434,1913.19962613205,1867.64786803657,1864.89780301278,1857.72344323032,4/25/17
174,2912.86005381363,1902.5946351854,1868.54796204287,1865.7887437579,1858.76734639702,4/26/17
175,2925.25063588922,1909.74627132474,1874.51628653815,1870.81867384677,1863.03264758005,4/27/17
176,2932.8020449392,1914.67602364787,1879.35251614532,1875.64518945856,1867.84198729138,4/28/17
177,2928.52462043379,1911.88353514314,1876.61187879595,1872.90998081279,1865.11778197294,4/29/17
178,3110.46779676524,2030.66394324015,1993.18682970415,1989.25401796775,1980.99369884354,4/30/17
179,3185.91604339097,2079.91983568192,2041.52817545804,2037.49960831702,2029.04515237004,5/1/17
180,3175.93883538276,2073.40621750395,2035.1345672673,2031.11860182085,2022.69087138672,5/2/17
181,3307.79597834884,2159.47308855593,2119.59076548094,2115.3924863486,2106.60801259775,5/3/17
182,3362.70410285898,2195.3194947985,2154.77507803182,2150.50710360794,2141.57687898336,5/4/17
183,3330.72638040348,2174.44304944723,2134.28423020335,2130.05684478393,2121.2114977953,5/5/17
184,3368.25975042271,2198.94646310777,2158.33506059672,2154.06003484096,2145.11505718836,5/6/17
185,3597.93330201465,2348.88733009251,2305.50648784534,2300.93994216369,2291.3853062675,5/7/17
186,3620.90734132149,2363.88577860468,2320.22788425143,2315.63217627991,2306.01658801528,5/8/17
187,3866.00819925944,2523.8982615433,2477.28491004177,2472.37810107288,2462.11189500156,5/9/17
188,3993.4061510982,2607.06917620721,2558.91964079105,2553.85112825481,2543.24674931388,5/10/17
189,4010.97241075644,2618.53719487221,2570.17586646585,2565.08505899918,2554.43402431807,5/11/17
190,3902.90252338765,2546.91312333673,2498.67849976632,2492.53664713014,2481.00018383681,5/12/17
191,3902.90510602079,2546.91497799729,2498.6803201709,2492.53846392883,2481.00199309447,5/13/17
192,3902.90726982321,2546.91653188388,2498.68184535687,2492.53998609368,2481.00350894123,5/14/17
193,3904.85742479019,2547.96264298649,2499.66704548058,2493.48177340716,2482.73907525747,5/15/17
194,3978.25914264306,2595.85805024357,2546.65460517072,2540.3530557314,2528.67777279346,5/16/17
195,3973.51324282241,2592.76129269929,2543.6165454375,2537.32251351863,2525.46381342742,5/17/17
196,4240.05955320864,2765.31116242643,2711.54729834703,2703.49256484025,2690.0882734195,5/18/17
197,4434.93216273877,2892.40365546347,2836.16797938261,2827.7422097462,2813.73249562579,5/19/17
198,4347.43243596546,2835.33792299702,2780.2121653742,2771.95304568813,2758.21454846692,5/20/17
199,4434.63812052154,2892.21188647034,2835.97994026267,2827.55473065224,2813.54592794506,5/21/17
200,4845.20622370109,3159.97696885964,3098.5370614936,3089.32991580822,3074.04822117269,5/22/17
201,4779.2233357176,3116.94399744385,3056.34094578306,3047.25934257131,3032.18376917465,5/23/17
202,5052.92487597066,3295.44724550222,3231.37241069896,3221.76959492964,3205.84472816242,5/24/17
203,4941.44445766355,3221.20626864582,3157.15489627644,3146.28727957007,3129.25038085525,5/25/17
204,4949.07733648726,3224.62093065259,3159.22727476106,3146.84046134112,3128.29683598784,5/26/17
205,4850.24049982579,3160.22329668017,3096.12762942138,3083.98869078546,3065.81590273068,5/27/17
206,4933.98087547481,3214.78475604272,3149.58930154845,3137.24034885101,3118.75336575631,5/28/17
207,4963.61069141011,3234.09021037671,3168.50561834275,3156.08235647334,3137.48420190289,5/29/17
208,4955.23589008524,3228.63363585915,3163.15793515503,3150.75574609889,3132.18908424938,5/30/17
209,5195.43875532881,3385.13898394592,3316.50904800677,3303.50442286881,3284.03648943915,5/31/17
210,5218.86002377161,3400.39942745843,3331.45872560177,3318.39556235793,3298.83995502223,6/1/17
211,5466.19884527552,3561.55436870955,3489.36372165285,3475.68035200625,3455.19682652242,6/2/17
212,5445.74313933579,3548.22635149368,3476.30435555497,3462.67228715756,3442.26551176295,6/3/17
213,5474.22765891494,3566.78558227531,3494.48949032383,3480.7859850647,3460.27233536198,6/4/17
214,6229.54337458486,4058.91557083566,3976.69543479086,3961.0979280914,3937.7505958251,6/5/17
215,6042.65923004938,3935.27453579315,3853.71131619306,3836.76980123488,3812.72640680578,6/6/17
216,5960.97565879452,3882.07854595554,3801.61835569863,3784.90617862864,3761.61209562199,6/7/17
217,6101.97447466162,3971.98137158627,3887.7753462697,3769.1219882082,3747.09742873152,6/8/17
218,6139.95031585494,3996.70094038286,3911.97067562158,3769.312925214,3747.490338106,6/9/17
219,6253.08820287595,4070.34566013637,3984.05358766176,3771.17617768928,3749.9364445537,6/10/17
220,6123.5702460466,3986.03867964651,3901.53453294387,3769.04316407191,3747.13619153825,6/11/17
221,6208.95380155797,4041.58671959043,3955.87458280418,3781.54661761413,3758.11377512576,6/12/17
222,6113.68573003606,3979.57400277198,3895.1770159019,3725.06540788,3701.96965408195,6/13/17
223,5991.27607566386,3899.89353318698,3817.1858810318,3651.05601453797,3628.38448872363,6/14/17
224,5991.29253605707,3899.90424772934,3817.19636834375,3651.06588227241,3628.39429662942,6/15/17
225,5991.30204064379,3899.91043453763,3817.20242394429,3651.0715801155,3628.39995992616,6/16/17
226,5991.32360450809,3899.92447107581,3817.21616280029,3651.08450729674,3628.41280872916,6/17/17
227,6129.0998581807,3989.60698844599,3904.99672300488,3735.04433146955,3711.85128107655,6/18/17
228,6089.37461189441,3963.74868561707,3879.68681450967,3710.83595692864,3687.79323031802,6/19/17
229,6253.35877664708,4070.49068441459,3984.16506430181,3810.76712036313,3787.10386342981,6/20/17
230,6383.18462895912,4154.99805738123,4066.88023285354,3889.88237203993,3865.72784280508,6/21/17
231,6351.31255837255,4134.25161198294,4046.57377120734,3870.45968510192,3846.42576255051,6/22/17
232,6225.98519225646,4052.67243277722,3966.72469625174,3794.08578933552,3770.52611642313,6/23/17
233,6225.93968546627,4052.64281110154,3966.69570278276,3794.05805771585,3770.49855700511,6/24/17
234,6225.93940715541,4052.64262994101,3966.69552546423,3794.05788811455,3770.49838845696,6/25/17
235,6225.93983454877,4052.64290814362,3966.69579776681,3794.05814856601,3770.49864729113,6/26/17
236,6225.94165057575,4052.6440902477,3966.69695480121,3794.05925524414,3770.49974709726,6/27/17
237,6225.94092225978,4052.64361616593,3966.69649077361,3794.05881141188,3770.49930602101,6/28/17
238,6225.9395438157,4052.64271889712,3966.69561253378,3794.05797139467,3770.49847121995,6/29/17
239,6225.93954442899,4052.64271929633,3966.69561292453,3794.05797176841,3770.49847159137,6/30/17
240,6225.93954310204,4052.64271843258,3966.6956120791,3794.05797095977,3770.49847078775,7/1/17
241,6453.31775915341,4200.64972448065,4111.56373449648,3932.6211752858,3908.20125604239,7/2/17
242,6548.95946687759,4262.90565673047,4172.49936352642,3990.90477746905,3966.12294163234,7/3/17
243,6546.87338004708,4261.5477629467,4171.17026750489,3989.63352606793,3964.85958416638,7/4/17
244,6574.38957767893,4279.45884563545,4188.7014978761,4006.40176614365,3981.52370054183,7/5/17
245,6444.64660863807,4195.00542376858,4106.03913624706,3927.33701736837,3902.94991051748,7/6/17
246,6444.66135032094,4195.01501955301,4106.04852852726,3927.34600087985,3902.95883824514,7/7/17
247,6444.70355554867,4195.04249214693,4106.0754184915,3927.37172054507,3902.98439820208,7/8/17
248,6444.63472478305,4194.99768822631,4106.0315647576,3927.32977540359,3902.94271352225,7/9/17
249,6444.63318802635,4194.99668790727,4106.030585653,3927.32883891136,3902.94178284524,7/10/17
250,6477.52610067553,4216.40762869988,4126.98745029499,3947.37362356767,3922.86209784105,7/11/17
251,6393.47091517262,4161.69369626983,4073.43387284718,3896.15079296516,3871.95733941762,7/12/17
252,6349.24229004092,4132.90401491405,4045.25475353135,3869.19807899102,3845.1719904322,7/13/17
253,6222.06522349504,4050.12081261652,3964.22719000746,3791.69697900262,3768.1521395951,7/14/17
254,6222.02374365845,4050.09381220051,3964.20076220734,3791.67170138732,3768.12701894313,7/15/17
255,6222.02314811923,4050.09342454694,3964.200382775,3791.67133846855,3768.12665827794,7/16/17
256,7405.86550474599,4820.69038796768,4718.45478067187,4513.09924479892,4485.07480151207,7/17/17
257,7257.76049589392,4724.28458744031,4624.09352247569,4422.84475622188,4395.38075525178,7/18/17
258,7257.76121769813,4724.28505728339,4624.09398235449,4422.84519608593,4395.38119238447,7/19/17
259,8425.11558029266,5484.14951222187,5367.84348325921,5134.2253972065,5102.34402242137,7/20/17
260,8818.98918158827,5740.53273528153,5618.78901733954,5374.24895495235,5340.87675687674,7/21/17
261,8875.20739377103,5777.12678193679,5654.60698859359,5408.50806353497,5374.92312992692,7/22/17
262,8696.84512093942,5661.02566309795,5540.96810693864,5299.81495084552,5266.90495853503,7/23/17
263,8694.01010077206,5659.18026739376,5539.16184805123,5298.08730381721,5265.18803972744,7/24/17
264,8694.00394503262,5659.17626171457,5539.15792856393,5298.08355609917,5265.18431645943,7/25/17
265,8724.9922056916,5677.09034907302,5554.48428158702,5310.63246358151,5275.55929548057,7/26/17
266,8834.69973061113,5748.45502801573,5624.28942181888,5377.35554114328,5341.8243416547,7/27/17
267,8851.44531851531,5759.35123544001,5634.95065634614,5387.54906149575,5351.95087145396,7/28/17
268,8814.76430288253,5735.49222914482,5611.61497257597,5365.24554821253,5329.80229654758,7/29/17
269,8857.04516868626,5762.99363350797,5638.51316219492,5390.95399264312,5355.33214917489,7/30/17
270,8873.59803667785,5773.76565115348,5649.05406981259,5401.0335972013,5365.3466362144,7/31/17
271,8829.70611673699,5745.21424838546,5621.12686240168,5374.33968990652,5338.83621952225,8/1/17
272,8852.12352269313,5759.79322401677,5635.38378555219,5387.96383129633,5352.36355315924,8/2/17
273,8791.90981431526,5720.61133914263,5597.04552194944,5351.30622442265,5315.94560056075,8/3/17
274,9075.6098100197,5905.14322698659,5777.53035003004,5523.80838737932,5487.24985560491,8/4/17
275,9098.30437914724,5919.90481028341,5791.96815332731,5537.6075860996,5500.95319384674,8/5/17
276,9055.69225204213,5892.18793845465,5764.85922229784,5511.69772165085,5475.22332042885,8/6/17
277,9194.7671031453,5982.65446532726,5853.34723025718,5596.27729616485,5559.22081682469,8/7/17
278,9201.54798007216,5987.07941365478,5857.68916831477,5600.44061370695,5563.36855332294,8/8/17
279,9275.35701557434,6035.10889821633,5904.68544834924,5645.37756357738,5608.01258847368,8/9/17
280,9428.56981832203,6134.76813461382,6002.16134438971,5738.54443021993,5700.53469395837,8/10/17
281,9548.1111390298,6212.51736635021,6078.19945706815,5811.21375199659,5772.69371488686,8/11/17
282,9558.13947140694,6219.04025131363,6084.57926932399,5817.31137608135,5778.74897990613,8/12/17
283,9822.59454347706,6391.05389707589,6252.81997440446,5978.11055546095,5938.43111716017,8/13/17
284,9704.13769806196,6312.33136500525,6175.80591699462,5904.48551720037,5865.30023148615,8/14/17
285,9704.12445793657,6321.14199394371,6184.4270143288,5912.72884816048,5873.48983104895,8/15/17
286,9852.42224460413,6392.38007824963,6254.12139497383,5979.35855011013,5939.67455261553,8/16/17
287,9655.33393870286,6395.32065892891,6257.01364938404,5982.13833815992,5942.45038988556,8/17/17
288,9547.73622060627,6364.72505602216,6226.25528619886,5951.94428324495,5911.67621700204,8/18/17
