Date,Value,pred
11/30/16,742.69,727.03271484375
12/1/16,742.05,732.4808959960938
12/2/16,772.43,736.8056640625
12/3/16,764.33,744.1780395507812
12/4/16,762.97,743.236083984375
12/5/16,754.63,768.04541015625
12/6/16,756.62,760.551025390625
12/7/16,758.99,766.0912475585938
12/8/16,769.72,753.5379638671875
12/9/16,770.02,759.6531372070312
12/10/16,769.08,764.2537231445312
12/11/16,777.0,771.6455688476562
12/12/16,777.0,769.8859252929688
12/13/16,777.99,770.7996826171875
12/14/16,774.89,775.5690307617188
12/15/16,776.75,776.7747802734375
12/16/16,775.88,776.344482421875
12/17/16,788.7,773.910400390625
12/18/16,788.4,778.5289916992188
12/19/16,788.67,781.820068359375
12/20/16,793.09,791.6250610351562
12/21/16,824.21,794.2464599609375
12/22/16,834.97,806.9851684570312
12/23/16,901.31,816.0444946289062
12/24/16,891.61,845.9236450195312
12/25/16,892.6,862.9694213867188
12/26/16,897.33,888.8414916992188
12/27/16,930.37,892.8754272460938
12/28/16,930.34,905.7293701171875
12/29/16,963.38,915.3723754882812
12/30/16,952.15,944.244873046875
12/31/16,958.12,939.7958984375
1/1/17,997.72,964.5794677734375
1/2/17,1015.97,960.0205078125
1/3/17,1013.42,975.0986328125
1/4/17,1126.76,980.66064453125
1/5/17,994.67,1008.6744384765625
1/6/17,999.65,1004.2236328125
1/7/17,896.83,1102.7562255859375
1/8/17,908.14,946.2210693359375
1/9/17,910.49,964.1529541015625
1/10/17,906.05,844.0801391601562
1/11/17,785.22,862.19482421875
1/12/17,780.92,888.3779907226562
1/13/17,826.29,870.2201538085938
1/14/17,817.91,784.8969116210938
1/15/17,819.55,796.26123046875
1/16/17,830.5,823.1922607421875
1/17/17,903.84,822.1282958984375
1/18/17,906.6,828.5643920898438
1/19/17,895.798875,853.4779663085938
1/20/17,893.6210875,896.1206665039062
1/21/17,895.64,913.3156127929688
1/22/17,918.603625,895.1475830078125
1/23/17,922.0736125,895.73193359375
1/24/17,919.97,899.9177856445312
1/25/17,893.045625,916.6517944335938
1/26/17,915.95625,920.3405151367188
1/27/17,915.05,911.26708984375
1/28/17,920.31225,892.8251342773438
1/29/17,915.933,913.93359375
1/30/17,912.19,913.9904174804688
1/31/17,964.706075,913.1884155273438
2/1/17,979.703875,920.7718505859375
2/2/17,983.42,941.9174194335938
2/3/17,1013.027,996.4536743164062
2/4/17,1030.999413,996.0055541992188
2/5/17,1034.07,997.6485595703125
2/6/17,1024.01375,1024.4339599609375
2/7/17,1050.11,1027.739990234375
2/8/17,1052.84,1019.619140625
2/9/17,976.103,1013.7074584960938
2/10/17,999.1035,1042.30517578125
2/11/17,997.59,1036.98095703125
2/12/17,1000.604625,981.9830322265625
2/13/17,999.877375,998.1680908203125
2/14/17,1001.2,998.7205200195312
2/15/17,1012.325988,1006.2691040039062
2/16/17,1035.208125,1005.4447021484375
2/17/17,1035.2,1013.5713500976562
2/18/17,1056.637138,1028.2281494140625
2/19/17,1052.779286,1041.7626953125
2/20/17,1050.87,1038.9227294921875
2/21/17,1123.788429,1047.2188720703125
2/22/17,1123.2231880000004,1059.098876953125
2/23/17,1130.01,1085.6767578125
2/24/17,1174.86625,1131.921875
2/25/17,1150.605714,1120.1246337890625
2/26/17,1150.37,1134.9781494140625
2/27/17,1190.75195,1140.3529052734375
2/28/17,1187.565286,1151.2186279296875
3/1/17,1190.89,1164.115478515625
3/2/17,1259.410817,1206.2655029296875
3/3/17,1285.14,1197.353271484375
3/4/17,1287.0,1223.6026611328125
3/5/17,1270.9333,1271.3424072265625
3/6/17,1275.197375,1280.3741455078125
3/7/17,1279.5,1250.721435546875
3/8/17,1157.3933,1239.00439453125
3/9/17,1192.469143,1256.180908203125
3/10/17,1192.09,1244.0289306640625
3/11/17,1179.159875,1162.8184814453125
3/12/17,1227.494625,1183.8062744140625
3/13/17,1227.68,1188.667724609375
3/14/17,1245.370786,1201.2198486328125
3/15/17,1257.399625,1242.4124755859375
3/16/17,1257.0,1196.446533203125
3/17/17,1091.171888,1148.948974609375
3/18/17,952.2323625,1158.6695556640625
3/19/17,967.69,1174.0074462890625
3/20/17,1049.0844880000002,1041.3798828125
3/21/17,1118.630043,955.1541137695312
3/22/17,1113.0,996.1181030273438
3/23/17,1038.789,1042.0003662109375
3/24/17,941.9197143,1070.683837890625
3/25/17,927.93,1053.8685302734375
3/26/17,956.7863125,999.6199340820312
3/27/17,1037.22925,933.1341552734375
3/28/17,1041.04,950.5689697265625
3/29/17,1040.5755,1000.3626098632812
3/30/17,1037.90455,1036.3096923828125
3/31/17,1034.74,1037.6593017578125
4/1/17,1086.929571,1035.7015380859375
4/2/17,1099.169125,1033.900146484375
4/3/17,1079.99,1054.2193603515625
4/4/17,1141.600363,1086.3355712890625
4/5/17,1133.079314,1091.3895263671875
4/6/17,1133.53,1100.9569091796875
4/7/17,1190.45425,1140.5113525390625
4/8/17,1181.149838,1127.5294189453125
4/9/17,1184.03,1156.24755859375
4/10/17,1207.744875,1190.057861328125
4/11/17,1226.617038,1181.984375
4/12/17,1219.09,1186.583984375
4/13/17,1180.023713,1204.7698974609375
4/14/17,1185.260057,1216.1785888671875
4/15/17,1170.36,1205.848388671875
4/16/17,1186.927413,1177.68408203125
4/17/17,1205.634875,1175.693603515625
4/18/17,1176.97,1168.475830078125
4/19/17,1217.930088,1182.994873046875
4/20/17,1241.686325,1191.6517333984375
4/21/17,1236.63,1195.3017578125
4/22/17,1261.311225,1240.5362548828125
4/23/17,1257.988113,1237.8411865234375
4/24/17,1240.84,1235.658447265625
4/25/17,1279.414688,1248.4007568359375
4/26/17,1309.109875,1248.53564453125
4/27/17,1288.02,1257.8291015625
4/28/17,1331.2944289999996,1296.0518798828125
4/29/17,1334.9790380000004,1301.2353515625
4/30/17,1333.0,1299.6585693359375
5/1/17,1417.172813,1347.6546630859375
5/2/17,1452.076288,1350.76171875
5/3/17,1447.55,1383.7061767578125
5/4/17,1508.292125,1472.5386962890625
5/5/17,1533.3350710000002,1469.6558837890625
5/6/17,1518.75,1476.90234375
5/7/17,1535.868429,1526.7293701171875
5/8/17,1640.619225,1534.2349853515625
5/9/17,1651.1,1551.2059326171875
5/10/17,1762.88625,1600.7425537109375
5/11/17,1820.990563,1722.9716796875
5/12/17,1829.0,1696.25732421875
5/13/17,1771.920013,1783.8212890625
5/14/17,1776.3165,1823.401611328125
5/15/17,1780.0,1803.1229248046875
5/16/17,1739.031975,1775.9420166015625
5/17/17,1807.485063,1767.79296875
5/18/17,1783.98,1742.364501953125
5/19/17,1961.520488,1770.706298828125
5/20/17,2052.909788,1828.73876953125
5/21/17,2008.84,1869.832275390625
5/22/17,2090.662313,2028.4183349609375
5/23/17,2287.710288,2054.46435546875
5/24/17,2256.32,2082.904052734375
5/25/17,2387.206286,2137.59375
5/26/17,2211.976857,2226.818603515625
5/27/17,2279.82,2273.5703125
5/28/17,2192.9808,2382.23828125
5/29/17,2275.9307,2205.98388671875
5/30/17,2290.02,2240.247802734375
5/31/17,2285.933914,2215.010498046875
6/1/17,2399.242671,2320.7783203125
6/2/17,2409.93,2327.73876953125
6/3/17,2525.765158,2340.563720703125
6/4/17,2516.173143,2466.23486328125
6/5/17,2529.53,2452.886474609375
6/6/17,2883.313697,2464.58251953125
6/7/17,2664.920863,2437.78564453125
6/8/17,2683.03,2514.6513671875
6/9/17,2827.4913,2657.358642578125
6/10/17,2845.372857,2665.720458984375
6/11/17,2898.63,2705.54296875
6/12/17,2657.675063,2788.110595703125
6/13/17,2748.185086,2825.82666015625
6/14/17,2706.0,2761.578369140625
6/15/17,2442.48025,2569.028564453125
6/16/17,2464.9598140000007,2697.6044921875
6/17/17,2477.94,2610.082763671875
6/18/17,2507.389252,2451.0126953125
6/19/17,2617.210263,2492.0732421875
6/20/17,2600.0,2522.765869140625
6/21/17,2671.04325,2566.216064453125
6/22/17,2727.288013,2639.44091796875
6/23/17,2713.48,2610.612060546875
6/24/17,2589.164888,2636.58154296875
6/25/17,2512.366286,2654.377685546875
6/26/17,2502.03,2626.923095703125
6/27/17,2517.903114,2545.6376953125
6/28/17,2585.349186,2502.60986328125
6/29/17,2558.3,2496.896484375
6/30/17,2477.641375,2519.792724609375
7/1/17,2501.191343,2553.595458984375
7/2/17,2421.26,2554.82080078125
7/3/17,2561.225429,2453.4716796875
7/4/17,2599.729838,2460.355712890625
7/5/17,2598.89,2471.62060546875
7/6/17,2609.96775,2561.64599609375
7/7/17,2491.201214,2572.474609375
7/8/17,2502.86,2575.774169921875
7/9/17,2536.238938,2531.3466796875
7/10/17,2366.170143,2418.97412109375
7/11/17,2327.09,2465.456787109375
7/12/17,2385.748571,2477.573486328125
7/13/17,2354.783417,2348.06298828125
7/14/17,2338.49,2252.167724609375
7/15/17,2058.9956,2244.877197265625
7/16/17,1931.2143,2192.19873046875
7/17/17,1910.96,2288.3544921875
7/18/17,2320.12225,2057.5732421875
7/19/17,2264.7657,1932.855224609375
7/20/17,2265.21,2075.4609375
7/21/17,2682.195363,2370.163818359375
7/22/17,2807.609857,2322.631103515625
7/23/17,2825.51,2449.919677734375
7/24/17,2751.821029,2694.302734375
7/25/17,2560.997917,2753.111328125
7/26/17,2564.3,2768.333740234375
7/27/17,2647.625,2718.667724609375
7/28/17,2781.636583,2544.519775390625
7/29/17,2784.8,2612.385498046875
7/30/17,2745.955417,2718.80517578125
7/31/17,2866.4316670000007,2737.675048828125
8/1/17,2862.9,2745.736083984375
8/2/17,2693.633983,2745.127685546875
8/3/17,2794.117717,2863.818359375
8/4/17,2790.0,2825.93310546875
8/5/17,3218.115017,2718.764404296875
8/6/17,3252.562533,2864.96337890625
8/7/17,3210.2,3009.03369140625
8/8/17,3457.374333,3258.360107421875
8/9/17,3357.326317,3189.394287109375
8/10/17,3340.28,3257.057861328125
8/11/17,3632.506667,3390.847412109375
8/12/17,3852.802914,3399.62890625
8/13/17,3868.52,3522.983154296875
8/14/17,4282.992,3842.882568359375
8/15/17,4217.028329,3972.38330078125
8/16/17,4179.97,4013.37646484375
8/17/17,4328.725717,4201.2880859375
8/18/17,4130.440067,4168.68994140625
8/19/17,4104.71,4169.47265625
8/20/17,4157.958033,4310.07421875
8/21/17,4043.722,4052.33544921875
8/22/17,3986.28,4106.55419921875
8/23/17,4174.95,4190.43798828125
8/24/17,4340.3167170000015,4021.89453125
8/25/17,4331.77,4100.34716796875
8/26/17,4360.513317,4304.46533203125
8/27/17,4354.308333,4337.95751953125
8/28/17,4339.05,4310.12939453125
8/29/17,4607.98545,4332.35595703125
8/30/17,4594.98785,4365.44482421875
8/31/17,4582.52,4440.9873046875
9/1/17,4911.740017,4534.71435546875
9/2/17,4580.3874799999985,4587.31689453125
9/3/17,4585.57,4558.455078125
9/4/17,4344.098317,4917.68115234375
9/5/17,4488.7201399999985,4455.2275390625
9/6/17,4385.02,4592.36962890625
9/7/17,4654.6585,4416.16650390625
9/8/17,4310.750183,4449.7431640625
9/9/17,4312.26,4428.9072265625
9/10/17,4329.955,4634.32958984375
9/11/17,4248.090017,4235.240234375
9/12/17,4198.59,4197.4892578125
9/13/17,3961.271267,4033.31005859375
9/14/17,3319.63,3820.73779296875
9/15/17,3216.43,4021.28515625
9/16/17,3763.62604,3823.995849609375
9/17/17,3746.060783,3250.586669921875
9/18/17,3678.53,3435.049560546875
9/19/17,3943.413333,3718.341552734375
9/20/17,3977.561667,3703.003173828125
9/21/17,3894.48,3715.22900390625
9/22/17,3637.50255,3946.45849609375
9/23/17,3776.3869,3908.451171875
9/24/17,3777.62,3904.269775390625
9/25/17,3942.555,3675.833251953125
9/26/17,3910.307383,3817.5888671875
9/27/17,3881.0,3801.72705078125
9/28/17,4201.98905,3894.2080078125
9/29/17,4193.574667,3877.6953125
9/30/17,4164.27,4021.544921875
10/1/17,4360.7229670000015,4216.04296875
10/2/17,4386.88375,4205.8056640625
10/3/17,4394.07,4210.21533203125
10/4/17,4225.175,4335.25
10/5/17,4338.852,4369.25390625
10/6/17,4318.58,4401.99951171875
10/7/17,4376.191667,4255.62841796875
10/8/17,4602.2808829999985,4407.923828125
10/9/17,4605.66,4391.42626953125
10/10/17,4782.28,4528.484375
10/11/17,4819.485767,4698.44873046875
10/12/17,4822.17,4696.4638671875
10/13/17,5563.806567000001,4931.5986328125
10/14/17,5739.438733,5015.2138671875
10/15/17,5825.99,5133.8017578125
10/16/17,5711.2058670000015,5630.296875
10/17/17,5603.7129399999985,5738.3310546875
10/18/17,5594.66,5833.84375
10/19/17,5727.6335,5754.26416015625
10/20/17,5979.45984,5610.9775390625
10/21/17,5986.44,5690.87353515625
10/22/17,5983.18455,5833.51904296875
10/23/17,5876.079867,5938.04541015625
10/24/17,5900.59,5879.05224609375
10/25/17,5669.622533,5952.75244140625
10/26/17,5893.138417,5871.5693359375
10/27/17,5889.82,5927.34765625
10/28/17,5776.69695,5690.703125
10/29/17,6155.4340200000015,5810.578125
10/30/17,6136.49,5850.609375
10/31/17,6388.6451670000015,5961.302734375
11/1/17,6665.306683,6399.62646484375
11/2/17,6751.98,6348.13330078125
11/3/17,7197.72006,6780.904296875
11/4/17,7437.5433170000015,6899.53857421875
11/5/17,7365.99,6869.29638671875
11/6/17,6989.071667,7254.52734375
11/7/17,7092.127233,7421.35107421875
11/8/17,7128.64,7271.7919921875
11/9/17,7158.03706,6894.83154296875
11/10/17,6719.39785,6950.1884765625
11/11/17,6569.22,6626.2353515625
11/12/17,5716.301583,7046.3525390625
11/13/17,6550.227533,6547.76171875
11/14/17,6493.63,6661.736328125
11/15/17,7301.42992,6010.15283203125
11/16/17,7815.0307,7135.8212890625
11/17/17,7868.77,6972.10888671875
11/18/17,7817.140383,7775.5205078125
11/19/17,8007.654067,7883.267578125
11/20/17,8049.72,7849.93359375
11/21/17,8059.8,7904.13037109375
11/22/17,8268.035,8097.01953125
11/23/17,8236.72,8074.47998046875
11/24/17,8250.978333,8139.76953125
11/25/17,8707.407267,8311.2109375
11/26/17,8768.8,8398.875
11/27/17,9718.29505,8561.84375
11/28/17,9952.50882,9177.3359375
11/29/17,9919.0,9286.0390625
11/30/17,10147.372,10057.3173828125
12/1/17,10883.912,10145.92578125
12/2/17,10879.88,10183.197265625
12/3/17,11332.622,10572.294921875
12/4/17,11584.83,11259.58203125
12/5/17,11591.22,11137.41796875
12/6/17,13540.98,12535.828125
12/7/17,16501.97167,12779.974609375
12/8/17,16860.88,12451.65234375
12/9/17,15142.83415,14671.9638671875
12/10/17,14869.805,16262.2470703125
12/11/17,15068.95,17274.6875
12/12/17,17276.393330000006,15056.8701171875
12/13/17,16808.36667,14754.67578125
12/14/17,16252.31,15564.3037109375
12/15/17,17771.9,16201.4716796875
12/16/17,19498.68333,16234.025390625
12/17/17,19279.9,17042.16796875
12/18/17,18961.85667,18156.2890625
12/19/17,17737.11167,19330.357421875
12/20/17,17382.94,18154.29296875
12/21/17,16047.51,17531.958984375
12/22/17,15190.945,16367.2275390625
12/23/17,13776.61,16024.662109375
12/24/17,13949.175,14792.32421875
12/25/17,14119.02833,14419.998046875
12/26/17,13740.94,13856.0693359375
12/27/17,15589.32167,13510.8173828125
12/28/17,14380.58167,13647.103515625
12/29/17,14214.01,13702.390625
12/30/17,13215.574,15660.103515625
12/31/17,14165.575,14027.98046875
1/1/18,13796.0,14107.607421875
1/2/18,15005.85667,13398.546875
1/3/18,15053.261669999998,14088.408203125
1/4/18,15039.24,14254.052734375
1/5/18,17174.12,15446.41796875
1/6/18,17319.198,15123.9990234375
1/7/18,17155.95,15468.3671875
1/8/18,15265.906669999997,17010.234375
1/9/18,14714.25333,16335.369140625
1/10/18,14437.42,15829.2890625
1/11/18,13296.794,14441.517578125
1/12/18,13912.882,14252.0478515625
1/13/18,13791.19,14178.869140625
1/14/18,13852.92,13335.1083984375
1/15/18,14012.196000000002,13829.1748046875
1/16/18,13554.14,12822.787109375
1/17/18,11116.94667,12834.3212890625
1/18/18,11345.42333,13118.060546875
1/19/18,11174.82,13170.9873046875
1/20/18,12950.79333,11274.25
1/21/18,11505.228,10767.7607421875
1/22/18,11513.42,11271.19140625
1/23/18,11223.063999999997,12914.0810546875
1/24/18,11282.25833,11325.87890625
1/25/18,11392.03,11331.09765625
1/26/18,10969.815,11146.1376953125
1/27/18,11524.77667,11233.8818359375
1/28/18,11431.37,11308.42578125
1/29/18,11212.655,10823.345703125
1/30/18,10184.06167,11143.5517578125
1/31/18,10082.52,10594.6494140625
2/1/18,9083.258333,10385.3662109375
2/2/18,8901.901667,9469.6259765625
2/3/18,8852.73,9400.8466796875
2/4/18,8400.648333,8010.49365234375
2/5/18,6838.816667,8030.61328125
2/6/18,6925.46,8550.767578125
2/7/18,8099.958333,8043.9775390625
2/8/18,8240.536667,6676.53173828125
2/9/18,8245.08,7490.88037109375
2/10/18,8319.876565999999,8226.9814453125
2/11/18,8343.455,8190.84326171875
2/12/18,8068.02,8186.11865234375
2/13/18,8597.7675,8291.7177734375
2/14/18,9334.633333,8188.45361328125
2/15/18,9471.64,8447.869140625
2/16/18,10127.16167,9291.80859375
2/17/18,10841.99167,10038.5029296875
2/18/18,11085.83,10014.2880859375
2/19/18,11110.965,10739.6904296875
2/20/18,11390.39167,11057.396484375
2/21/18,11245.98,10729.4580078125
2/22/18,9931.071667,10808.16796875
2/23/18,10162.11667,11068.4755859375
2/24/18,10171.3,10693.15234375
2/25/18,9696.593333,9884.4111328125
2/26/18,10348.60333,10035.849609375
2/27/18,10319.46,9970.859375
2/28/18,10370.165,9866.388671875
3/1/18,11009.38167,10492.33984375
3/2/18,10931.12,10440.962890625
3/3/18,11326.94833,10694.49609375
3/4/18,11430.18167,11176.708984375
3/5/18,11516.83,10943.7197265625
3/6/18,10763.19833,11029.3671875
3/7/18,10118.058,10950.576171875
3/8/18,9920.46,10634.9501953125
3/9/18,9089.278333,9848.919921875
3/10/18,8746.002,9465.33203125
3/11/18,8777.37,9529.4013671875
3/12/18,9182.843333,8924.4638671875
3/13/18,9154.7,8746.89453125
3/14/18,9153.54,8706.2490234375
3/15/18,8358.121667,9054.1513671875
3/16/18,8530.402,8892.328125
3/17/18,8297.89,8745.626953125
3/18/18,8171.415,8311.244140625
3/19/18,8412.033333,8677.826171875
3/20/18,8605.64,8240.7822265625
3/21/18,8947.753333,8194.072265625
3/22/18,8690.408333,8521.6318359375
3/23/18,8725.37,8661.2236328125
3/24/18,8662.378333,8947.103515625
3/25/18,8617.296667,8569.9794921875
3/26/18,8457.96,8474.7470703125
3/27/18,7876.195,8372.994140625
3/28/18,7960.38,8383.4365234375
3/29/18,7950.61,7847.32568359375
3/30/18,6882.531667,7461.00537109375
3/31/18,6935.48,7670.23486328125
4/1/18,6937.56,7524.43212890625
4/2/18,7035.848333,6897.05810546875
4/3/18,7410.435,7000.13037109375
4/4/18,7426.48,6917.18115234375
4/5/18,6826.51,6920.18408203125
4/6/18,6603.876667,7241.53564453125
4/7/18,6634.68,7303.2216796875
4/8/18,7017.656667,6731.5068359375
4/9/18,6699.273333,6586.26611328125
4/10/18,6784.41,6521.95068359375
4/11/18,6926.266667,6776.53466796875
4/12/18,7847.845,6756.1494140625
4/13/18,7941.46,7026.59716796875
4/14/18,8036.511051,7455.23486328125
4/15/18,8340.748333,8078.4013671875
4/16/18,8368.1,7950.9013671875
4/17/18,7895.416926000001,8053.462890625
4/18/18,8164.937426,8309.478515625
4/19/18,8175.96,8147.3876953125
4/20/18,8852.718333,7899.0009765625
4/21/18,8807.205,8352.181640625
4/22/18,8930.6,8472.02734375
4/23/18,8933.861667000001,8927.6484375
4/24/18,9555.542,8857.14453125
4/25/18,9658.11,8914.884765625
4/26/18,9258.398333,8998.4453125
4/27/18,9010.32,9545.3310546875
4/28/18,8928.55,9619.103515625
4/29/18,9334.281667,9143.23828125
4/30/18,9259.57,8978.9443359375
5/1/18,9239.55,8884.38671875
5/2/18,9221.426,9180.3798828125
5/3/18,9639.268333,9217.85546875
5/4/18,9753.35,9301.26171875
5/5/18,9803.306667,9355.5966796875
5/6/18,9630.136277,9669.5908203125
5/7/18,9631.44,9615.767578125
5/8/18,9228.608333,9671.2861328125
5/9/18,9322.041667,9495.1435546875
5/10/18,9310.37,9248.5810546875
5/11/18,8468.788,8867.8525390625
5/12/18,8484.346667,9039.62890625
5/13/18,8463.52,9005.095703125
5/14/18,8652.038333,8489.3037109375
5/15/18,8511.458,8439.947265625
5/16/18,8471.06,8399.716796875
5/17/18,8106.1183329999985,8578.890625
5/18/18,8240.055,8368.9638671875
5/19/18,8239.08,8494.2275390625
5/20/18,8507.406667,8097.208984375
5/21/18,8385.556187,8243.4892578125
5/22/18,8396.63,8059.14599609375
5/23/18,7555.74,8249.50390625
5/24/18,7566.193333,8123.125
5/25/18,7576.78,8017.69921875
5/26/18,7342.9083329999985,7418.48388671875
5/27/18,7361.831667,7499.55078125
5/28/18,7344.56,7542.60595703125
5/29/18,7459.876667,7362.583984375
5/30/18,7385.395,7324.58056640625
5/31/18,7386.72,7352.0703125
6/1/18,7535.146667,7397.9306640625
6/2/18,7645.146667,7401.427734375
6/3/18,7637.14,7428.47021484375
6/4/18,7500.273333,7568.947265625
6/5/18,7615.722142,7653.5009765625
6/6/18,7619.43,7649.373046875
6/7/18,7676.271667,7512.1103515625
6/8/18,7620.153333,7618.107421875
6/9/18,7615.54,7336.54833984375
6/10/18,6776.888333,7400.4501953125
6/11/18,6875.678333,7412.35546875
6/12/18,6879.31,7169.20556640625
6/13/18,6315.7,6638.48974609375
6/14/18,6647.013333,6828.70751953125
6/15/18,6637.41,6816.63818359375
6/16/18,6509.426667,6388.509765625
6/17/18,6464.411667,6628.201171875
6/18/18,6445.79,6675.482421875
6/19/18,6737.0,6449.53662109375
6/20/18,6714.718333,6443.900390625
6/21/18,6760.83,6474.96826171875
6/22/18,6332.573333,6636.83251953125
6/23/18,6141.605833,6546.392578125
6/24/18,6170.46,6548.71533203125
6/25/18,6211.4475,6199.8603515625
6/26/18,6218.595,6136.15576171875
6/27/18,6097.46,6152.5107421875
6/28/18,6107.896154,6130.3896484375
6/29/18,5908.7025,6175.44140625
6/30/18,6223.28,6038.70703125
7/1/18,6374.754167,6009.07763671875
7/2/18,6466.0691670000015,6057.013671875
7/3/18,6626.44,6418.64892578125
7/4/18,6593.289167,6483.41064453125
7/5/18,6603.376667,6516.76708984375
7/6/18,6555.51,6582.60107421875
7/7/18,6594.281667,6574.20361328125
7/8/18,6753.559167,6571.15673828125
7/9/18,6724.04,6552.859375
7/10/18,6510.791667,6553.81640625
7/11/18,6377.363333,6675.97705078125
7/12/18,6403.18,6549.33544921875
7/13/18,6244.3575,6380.3818359375
7/14/18,6241.0,6321.96826171875
7/15/18,6248.84,6448.76708984375
7/16/18,6514.390833,6268.17578125
7/17/18,6869.910833,6437.9140625
7/18/18,7321.62,6571.38134765625
7/19/18,7396.401667,6939.498046875
7/20/18,7428.045,7147.978515625
7/21/18,7334.99,7364.88525390625
7/22/18,7451.289167,7381.18359375
7/23/18,7689.884167,7368.451171875
7/24/18,7715.1,7458.18115234375
7/25/18,8251.165,7621.9404296875
7/26/18,8187.324167,7745.6103515625
7/27/18,7939.81,7767.48095703125
7/28/18,8182.251667,8081.6064453125
7/29/18,8206.341667,8179.76025390625
7/30/18,8220.91,7998.20751953125
7/31/18,7916.800833,8049.89013671875
8/1/18,7570.869167,8007.1201171875
8/2/18,7607.7,7962.298828125
8/3/18,7394.499167,7581.90966796875
8/4/18,7247.769167,7340.7783203125
8/5/18,7011.28,7411.56884765625
8/6/18,6988.079167,7186.5322265625
8/7/18,6993.513333,7038.341796875
8/8/18,6718.23,6731.53173828125
8/9/18,6396.7725,6774.1474609375
8/10/18,6396.494667,6690.01025390625
8/11/18,6138.96,6524.1162109375
8/12/18,6311.1316670000015,6302.76611328125
8/13/18,6347.07,6370.84375
8/14/18,6252.13,6148.29296875
8/15/18,6362.676923,6284.70751953125
8/16/18,6342.629231,6339.11572265625
8/17/18,6312.75,6276.24267578125
8/18/18,6436.7208329999985,6305.4384765625
8/19/18,6404.063333,6326.3447265625
8/20/18,6486.58,6330.53271484375
8/21/18,6401.246154,6390.3369140625
8/22/18,6575.229167,6417.9228515625
8/23/18,6354.57,6455.85888671875
8/24/18,6543.645714,6387.3955078125
8/25/18,6719.429231,6442.56640625
8/26/18,6738.27,6432.11376953125
8/27/18,6719.266154000001,6665.08056640625
8/28/18,7000.04,6790.53759765625
8/29/18,7078.19,6714.9326171875
8/30/18,6932.6625,6746.83544921875
8/31/18,6981.946154,6980.8798828125
9/1/18,7018.78,7016.826171875
9/2/18,7247.935385,6938.5927734375
9/3/18,7260.949231,7053.28857421875
9/4/18,7265.08,7077.52880859375
9/5/18,7113.069231,7083.5400390625
9/6/18,6433.271667,6973.62548828125
9/7/18,6501.19,6986.5302734375
9/8/18,6366.1075,6696.853515625
9/9/18,6286.425833,6308.80419921875
9/10/18,6240.98,6454.73681640625
9/11/18,6296.320833,6294.03369140625
