,bc_ratio = 0.01,bc_ratio = 0.02,bc_ratio = 0.015,bc_ratio = 0.025,bc_ratio = 0.03,Date
58,1437.43927230215,1432.50974556447,1427.59719470877,1422.7015591107,1405.37913258078,12/31/16
59,1463.72863808976,1458.70896041718,1453.70656905885,1448.72140228187,1431.0821686561,1/1/17
60,1460.05532944546,1455.04824820488,1450.05840990308,1445.08575296206,1427.49078553324,1/2/17
61,1623.32551746204,1617.75855021554,1612.21075387358,1606.68205997346,1587.11955905578,1/3/17
62,1593.51202918961,1587.23819640903,1580.98873151558,1574.76353864545,1554.79588780558,1/4/17
63,1592.39159348187,1586.12217309732,1579.87710345861,1573.65628876935,1553.70267870679,1/5/17
64,1595.5784636226,1589.29629982839,1583.03853686011,1576.80507872271,1556.8113498038,1/6/17
65,1595.578464909,1589.29630111039,1583.03853813771,1576.80507999593,1556.81135106152,1/7/17
66,1595.5784651763,1589.29630137676,1583.03853840317,1576.80508026048,1556.81135132285,1/8/17
67,1610.47131638132,1604.13051595941,1597.81434411651,1591.52270396157,1571.34235704323,1/9/17
68,1595.64615749059,1589.36372711806,1583.10569860705,1576.87197595842,1556.87739873843,1/10/17
69,1631.52439115553,1625.10069982494,1618.7019590337,1612.32807062414,1591.88391370869,1/11/17
70,1611.62260467372,1605.2772649778,1598.95657152366,1592.66042735062,1572.46564797921,1/12/17
71,1628.7492526774,1622.33648144541,1615.94861836865,1609.58556545605,1589.17617710729,1/13/17
72,1628.74927840521,1622.33650705939,1615.9486438693,1609.58559084388,1589.17620216096,1/14/17
73,1628.74945018544,1622.33667807959,1615.94881413284,1609.5857603541,1589.17636944006,1/15/17
74,1646.41893861654,1639.93659705847,1633.47943388006,1627.04735002712,1606.41654737166,1/16/17
75,1644.65891763045,1638.18350566357,1631.73324516093,1625.30803717423,1604.69928880922,1/17/17
76,1619.34090024391,1612.96517128806,1606.61420661289,1600.28790879334,1579.99641320732,1/18/17
77,1625.43339631746,1619.03367980297,1612.65882074021,1606.30872133756,1585.94088247353,1/19/17
78,1642.08634399907,1635.62106093743,1629.18088999748,1622.76573238572,1602.18922027041,1/20/17
79,1642.08670431924,1635.62141966299,1629.1812471355,1622.76608794322,1602.18957114761,1/21/17
80,1642.0867587665,1635.62147386929,1629.18130110191,1622.7661416708,1602.18962416797,1/22/17
81,1647.43461341842,1640.94827278863,1634.48712607208,1628.05107415346,1607.40754425684,1/23/17
82,1617.9192666524,1611.54913502003,1605.20374592744,1598.88300203509,1578.60932054532,1/24/17
83,1610.74397940795,1604.40209837626,1598.08485015583,1591.79213783881,1571.60836761862,1/25/17
84,1604.17757147955,1597.86154393142,1591.57004877587,1585.30298950011,1565.20150103154,1/26/17
85,1614.94112414857,1608.5827179476,1602.24900874419,1595.93989937796,1575.70353592823,1/27/17
86,1614.94085314458,1608.5824410723,1602.24894063662,1595.9398315718,1575.70346901462,1/28/17
87,1614.94085218326,1608.58244011523,1602.24888242423,1595.93977361702,1575.70341182272,1/29/17
88,1642.01895750421,1635.5539310652,1629.11480138079,1622.69990347913,1602.12422555078,1/30/17
89,1629.63077640964,1623.21452515619,1616.82425037105,1610.45774829422,1590.03729954359,1/31/17
90,1654.40724769472,1647.89344551255,1641.40587668662,1634.94258063986,1614.21166666289,2/1/17
91,1645.26848558464,1638.79066478998,1632.33936514914,1625.91176966412,1605.29536523564,2/2/17
92,1660.90614508316,1654.36675500122,1647.85424118779,1641.36555335111,1620.55319637347,2/3/17
93,1660.90615502027,1654.36676488754,1647.85428894259,1641.36560089458,1620.55324329111,2/4/17
94,1660.90612247597,1654.36673250958,1647.85413254441,1641.36544518853,1620.55308963467,2/5/17
95,1666.66030265894,1660.09825700483,1653.56337262146,1647.05220405497,1626.16774077834,2/6/17
96,1681.68865563465,1675.06743973721,1668.47354680527,1661.90366710952,1640.83088876253,2/7/17
97,1674.51289499709,1667.9199301733,1661.35396700547,1654.81211376356,1633.82924771624,2/8/17
98,1663.00470355785,1656.45704924608,1649.93629866253,1643.43940424917,1622.60074300858,2/9/17
99,1654.81357904736,1648.29817515892,1641.80960523803,1635.34471093238,1614.60868958462,2/10/17
100,1654.81357904997,1648.29817516152,1641.8096052506,1635.34471094489,1614.60868959696,2/11/17
101,1654.81357904934,1648.29817516089,1641.80960524756,1635.34471094187,1614.60868959398,2/12/17
102,1666.32177050967,1659.7610561091,1653.22727369186,1646.71742055716,1625.83719440122,2/13/17
103,1657.72447454687,1651.19760976413,1644.69760378689,1638.22133754188,1617.44884085952,2/14/17
104,1679.59005015358,1672.97709369631,1666.39121485478,1659.82951879282,1638.78302479965,2/15/17
105,1681.48551695583,1674.86509759084,1668.27177188317,1661.70267083829,1640.63242546676,2/16/17
106,1675.18992872252,1668.59429644868,1662.02596869294,1655.48146096536,1634.49009941781,2/17/17
107,1675.18991622226,1668.59428402474,1662.02590874047,1655.48140133787,1634.49004063403,2/18/17
108,1675.18991003577,1668.59427787602,1662.02587906945,1655.48137182769,1634.49001154141,2/19/17
109,1669.63913630903,1663.06535836546,1656.51966629651,1649.99683893552,1629.0750203152,2/20/17
110,1674.31010630508,1667.71793763542,1661.15388764348,1654.61281233482,1633.63246365135,2/21/17
111,1689.54155816824,1682.88941956886,1676.2656131056,1669.66503289276,1648.49382342033,2/22/17
112,1697.32665655795,1690.64386584236,1683.99002707371,1677.35902975671,1656.09026016291,2/23/17
113,1702.13294654206,1695.4312305747,1688.75821755531,1682.10843621803,1660.77943622909,2/24/17
114,1702.13294654185,1695.4312305745,1688.75821755433,1682.10843621705,1660.77943622813,2/25/17
115,1702.13300470651,1695.43128653647,1688.75847870359,1682.10868711697,1660.77967488559,2/26/17
116,1699.96674690019,1693.27355783832,1686.60922264709,1679.96789420409,1658.66602712531,2/27/17
117,1679.38740319697,1672.77523991841,1666.19179492232,1659.63086312565,1638.58686742481,2/28/17
118,1676.27363694642,1669.67373263681,1663.10333714902,1656.55456409878,1635.54957306501,3/1/17
119,1660.5684209484,1654.03035159277,1647.52196360765,1641.03454367862,1620.2263440105,3/2/17
120,1666.59330366536,1660.03151288114,1653.49947762342,1646.98852023974,1626.10482467986,3/3/17
121,1666.593227124,1660.03143490223,1653.49909215737,1646.9881277569,1626.10442879088,3/4/17
122,1666.59322734371,1660.03143512038,1653.49909320905,1646.98812880187,1626.10442982006,3/5/17
123,1647.23238731213,1640.74682336529,1634.29054378816,1627.85521601326,1607.21412043981,3/6/17
124,1637.14579445773,1630.69994382069,1624.28328564575,1617.8873628566,1597.37265852041,3/7/17
125,1638.66964938415,1631.43046857644,1624.22762469394,1617.05230538341,1595.77921252744,3/8/17
126,1638.07077628704,1630.8342035032,1623.63395542297,1616.46122145711,1595.19586778651,3/9/17
127,1620.62892479356,1613.46955463586,1606.34611806897,1599.24990440851,1578.21112002781,3/10/17
128,1685.96193510302,1678.51333272756,1671.10212883287,1663.71924102341,1641.83173762729,3/11/17
129,1686.21251677928,1678.76280539557,1671.35049810577,1663.96651108898,1642.07575277259,3/12/17
130,1710.13499850541,1702.57941687358,1695.0617750858,1687.57285341577,1665.37135908509,3/13/17
131,1726.26651387885,1718.63947563735,1711.05074036372,1703.4909941292,1681.0799011747,3/14/17
132,1726.40333783214,1718.77602476479,1711.18700839695,1703.62698689685,1681.21442731252,3/15/17
133,1694.07349447173,1685.74367573506,1677.45890937298,1669.21003497154,1646.42342955209,3/16/17
134,1694.1280254523,1685.79779902484,1677.51262707771,1669.26335005693,1646.47588011787,3/17/17
135,1694.12802695215,1685.79780051805,1677.51262856432,1669.26335153695,1646.47588157842,3/18/17
136,1799.06146628152,1789.3651786808,1779.72588623799,1770.13376368905,1745.14131717004,3/19/17
137,1916.22794010691,1905.8864040607,1895.60580192018,1885.37563626691,1858.74285741429,3/20/17
138,1906.88721231238,1896.59652938337,1886.36647630071,1876.18661252564,1849.68407128013,3/21/17
139,1851.28156066869,1840.36792491128,1829.52314217268,1818.73701756192,1792.1459140231,3/22/17
140,1851.27172939934,1840.3578899305,1829.51290594772,1818.72658259614,1792.13537607678,3/23/17
141,1865.69569747256,1854.69683863074,1843.76737154235,1832.89702206047,1806.09864686125,3/24/17
142,1866.40724751365,1855.37463329525,1844.41181385319,1833.50850758238,1806.09865059249,3/25/17
143,1871.56272647185,1860.49667839492,1849.50065824559,1838.5643541753,1809.6832572598,3/26/17
144,1871.37716787057,1860.31208714635,1849.31702908232,1838.38168276402,1809.49278836834,3/27/17
145,1862.52069492261,1851.50783242125,1840.56466310724,1829.6809247628,1800.92050949473,3/28/17
146,1859.04796130484,1848.05565676481,1837.13291515622,1826.26949341197,1797.56628958827,3/29/17
147,1853.17537779121,1842.217793048,1831.32955154518,1820.50044257008,1791.89027397901,3/30/17
148,1859.97578395479,1848.97637571654,1838.04658608771,1827.17616579188,1798.34946066674,3/31/17
149,1860.76286559909,1849.75841120665,1838.82360994228,1827.94820792653,1799.08641093192,4/1/17
150,1859.52952513249,1848.53297795809,1837.60602982174,1826.73843405686,1797.93162528739,4/2/17
151,1878.41776299133,1867.30783468333,1856.26823411377,1845.28860939212,1816.09077583031,4/3/17
152,1860.86243744821,1849.8562689555,1838.91977185437,1828.04269095252,1799.11355988991,4/4/17
153,1870.50739941339,1859.4443655218,1848.45136180444,1837.51808003816,1808.44954513402,4/5/17
154,1894.18932441449,1882.98480966906,1871.85123001001,1860.77814574395,1831.25884497646,4/6/17
155,1870.0533685622,1858.99142796157,1847.99952110343,1837.06734118564,1807.91278113585,4/7/17
156,1870.23858141074,1859.17545336963,1848.1823671938,1837.24901499794,1808.08619736631,4/8/17
157,1871.76359963944,1860.69069436962,1849.6878978471,1838.74489326785,1809.51408379367,4/9/17
158,1877.067580035,1865.96278412764,1854.92830226774,1843.95378806801,1814.61012206445,4/10/17
159,1907.29727039349,1896.01454145346,1884.80324723551,1873.65287534228,1843.889656875,4/11/17
160,1918.92198390849,1907.5720338608,1896.29393395374,1885.07710876785,1855.22285066733,4/12/17
161,1911.79556570396,1900.48744693184,1889.25091559645,1878.07543533583,1848.31335552117,4/13/17
162,1910.83739668415,1899.53542094525,1888.30499062112,1877.1355749534,1847.41621441639,4/14/17
163,1911.90278736521,1900.59398117133,1889.35676711656,1878.18060821186,1848.41374799644,4/15/17
164,1913.10579689247,1901.78927793879,1890.54440388405,1879.36063070369,1849.54013517242,4/16/17
165,1911.26246198564,1899.95776105921,1888.72462418943,1877.55251813207,1847.81420636384,4/17/17
166,1914.03997986218,1902.71754584295,1891.46679673429,1880.27718309868,1850.4193751512,4/18/17
167,1919.9450816504,1908.58705144721,1897.30093590108,1886.07615257647,1856.08736245523,4/19/17
168,1919.26112237154,1907.90729171285,1896.62534811111,1885.4047130048,1855.4355730653,4/20/17
169,1902.97978299384,1891.72109921695,1880.53370777306,1869.40711904604,1839.62385708375,4/21/17
170,1902.76608562558,1891.50877190972,1880.32274115483,1869.19750499456,1839.42377057597,4/22/17
171,1901.23615736604,1889.94912116127,1878.73380748757,1867.57973238934,1837.8422780519,4/23/17
172,1898.46711143644,1887.18934296401,1875.98329571395,1864.8385000553,1835.1492377275,4/24/17
173,1890.03288816077,1878.80467317886,1867.64786803657,1856.55204941606,1826.9806566994,4/25/17
174,1890.95985961873,1879.71813132145,1868.54796204287,1857.43892234089,1827.86075440662,4/26/17
175,1898.83070690775,1886.631714565,1874.51628653815,1862.47384404119,1831.93257785476,4/27/17
176,1903.7300070592,1891.49937055682,1879.35251614532,1867.27883772409,1836.65861127988,4/28/17
177,1900.95377825341,1888.74099870247,1876.61187879595,1864.5558279026,1833.98027491526,4/29/17
178,2019.04293050659,2006.07044473969,1993.18682970415,1980.38083672964,1947.90492949928,4/30/17
179,2068.01212278988,2054.72464128472,2041.52817545804,2028.41123600905,1995.1473273722,5/1/17
180,2061.53559156022,2048.28970877688,2035.1345672673,2022.05869269039,1988.89894492697,5/2/17
181,2147.11830288573,2133.30721581702,2119.59076548094,2105.95713553384,2071.40665791273,5/3/17
182,2182.75956931789,2168.71921981604,2154.77507803182,2140.91513147531,2105.791126461,5/4/17
183,2162.00259768897,2148.09576754748,2134.28423020335,2120.55608739945,2085.76609680676,5/5/17
184,2186.36578618823,2172.30224005918,2158.33506059672,2144.45221546464,2109.27018074829,5/6/17
185,2335.44858978043,2320.42606987854,2305.50648784534,2290.67699089028,2253.09596652237,5/7/17
186,2350.36118263239,2335.24273584118,2320.22788425143,2305.3036930035,2267.48269860776,5/8/17
187,2509.45797216548,2493.316137209,2477.28491004177,2461.35048023936,2420.96935499654,5/9/17
188,2592.15292693319,2575.47915747297,2558.91964079105,2542.46011136401,2500.7482871361,5/10/17
189,2603.55533880386,2586.8082249603,2570.17586646585,2553.64393504561,2511.74862852998,5/11/17
190,2533.71092427077,2516.13062772631,2498.67849976632,2481.34044712391,2439.38612069735,5/12/17
191,2533.7127683177,2516.13245991143,2498.6803201709,2481.3422558191,2439.38789971875,5/13/17
192,2533.71431331189,2516.13399496746,2498.68184535687,2481.3437711946,2439.38939023274,5/14/17
193,2534.71408790237,2517.1264546074,2499.66704548058,2482.32176163129,2440.35047732609,5/15/17
194,2582.36045006548,2564.44221036838,2546.65460517072,2528.98327055722,2486.22302764978,5/16/17
195,2579.27979462563,2561.38293070288,2543.6165454375,2525.96629204984,2483.25706045801,5/17/17
196,2752.22155676505,2731.80501849798,2711.54729834703,2691.43287948654,2644.65024974879,5/18/17
197,2878.71355425379,2857.35770039166,2836.16797938261,2815.12816106721,2766.19451513166,5/19/17
198,2824.70749290753,2802.36804586738,2780.2121653742,2758.22370745283,2708.9391791323,5/20/17
199,2884.06411102638,2859.91710880931,2835.97994026267,2812.23585131333,2760.69635922395,5/21/17
200,3151.12289967827,3124.71508818273,3098.5370614936,3072.57050605171,3016.23621773473,5/22/17
201,3108.20972477893,3082.16201113399,3056.34094578306,3030.72846464833,2975.16178448148,5/23/17
202,3286.21830875274,3258.67551977524,3231.37241069896,3204.28988233292,3145.53784439342,5/24/17
203,3213.96940439692,3185.43150264446,3157.15489627644,3129.1205795054,3070.2019063407,5/25/17
204,3219.18406862393,3189.06039891711,3159.22727476106,3129.66526625142,3069.25691549352,5/26/17
205,3158.00209526553,3126.90790437419,3096.12762942138,3065.64181560351,3004.98423517579,5/27/17
206,3215.53626188209,3182.38762133493,3149.58930154845,3117.12103031481,3054.01897587604,5/28/17
207,3234.84829013598,3201.50074456491,3168.50561834275,3135.84251761777,3072.36163967572,5/29/17
208,3229.3883339246,3196.0972234524,3163.15793515503,3130.5501096266,3067.1765146879,5/30/17
209,3385.9991297625,3351.06933977092,3316.50904800677,3282.29689618439,3215.82850038269,5/31/17
210,3401.26152184929,3366.1745443601,3331.45872560177,3297.0926110872,3230.3248426153,6/1/17
211,3562.4816284183,3525.72826761238,3489.36372165285,3453.36551821095,3383.43000782769,6/2/17
212,3549.14804105447,3512.53252122896,3476.30435555497,3440.44115588991,3370.76765292298,6/3/17
213,3567.71502825327,3530.90756520581,3494.48949032383,3458.43829823573,3388.39995059406,6/4/17
214,4060.04475038875,4018.1484388417,3976.69543479086,3935.66012459051,3855.94812720988,6/5/17
215,3938.43927109869,3895.84004339602,3853.71131619306,3812.02763025954,3732.94112548133,6/6/17
216,3885.20104246341,3843.17762860475,3801.61835569863,3760.49810865546,3682.48064040042,6/7/17
217,3977.08936096728,3932.17334211289,3887.7753462697,3843.86895127537,3762.30783959292,6/8/17
218,4001.84089744487,3956.64516102328,3911.97067562158,3867.79085457097,3785.72198253948,6/9/17
219,4075.58084469627,4029.55178233547,3984.05358766176,3939.05918391147,3855.47759820783,6/10/17
220,3995.11260558161,3948.04133335369,3901.53453294387,3855.56492949845,3771.88833519548,6/11/17
221,4054.66915492715,4004.96168575832,3955.87458280418,3907.37930492698,3820.7355314944,6/12/17
222,3992.45564221994,3943.51090573791,3895.1770159019,3847.42586951494,3762.11156326686,6/13/17
223,3916.50685550111,3866.52260156269,3817.1858810318,3768.46825166854,3683.02483581945,6/14/17
224,3916.5176047324,3866.53321901195,3817.19636834375,3768.47861041225,3683.03496486063,6/15/17
225,3916.52381157082,3866.53934975658,3817.20242394429,3768.4845917747,3683.04081358789,6/16/17
226,3916.53789355307,3866.55325909837,3817.21616280029,3768.49816220044,3683.05408309286,6/17/17
227,4010.46900740652,3957.3761214929,3904.99672300488,3853.30070352606,3764.11992106354,6/18/17
228,3984.47719134102,3931.72755942921,3879.68681450967,3828.32504280498,3739.72150158351,6/19/17
229,4091.7703272272,4037.6037570696,3984.16506430181,3931.42353168472,3840.43716262392,6/20/17
230,4176.71403404586,4121.42567742972,4066.88023285354,4013.04634697961,3920.17349908948,6/21/17
231,4155.86046927894,4100.84750971627,4046.57377120734,3993.00805657578,3900.59833667856,6/22/17
232,4077.9565738913,4021.95123173371,3966.72469625174,3912.24531207249,3819.77950902829,6/23/17
233,4077.92822035348,4021.92255148173,3966.69570278276,3912.2160187347,3819.75022574021,6/24/17
234,4077.92803825758,4021.92237179063,3966.69552546423,3912.21584375787,3819.75005480747,6/25/17
235,4077.92831789661,4021.92264773669,3966.69579776681,3912.21611246436,3819.75031730358,6/26/17
236,4077.92950610421,4021.92382025253,3966.69695480121,3912.21725421874,3819.75143266955,6/27/17
237,4077.92902957463,4021.92335001612,3966.69649077361,3912.21679631918,3819.75098535304,6/28/17
238,4077.92817269935,4021.92248224106,3966.69561253378,3912.21590804454,3819.7500964753,6/29/17
239,4077.92817310062,4021.92248263703,3966.69561292453,3912.21590843012,3819.75009685197,6/30/17
240,4077.9281722737,4021.92248180066,3966.6956120791,3912.21590757602,3819.75009599822,7/1/17
241,4230.93542702915,4170.81705399566,4111.56373449648,4053.14142920342,3955.43974311819,7/2/17
242,4293.63615664543,4232.62885354703,4172.49936352642,4113.21314414933,4014.06530541346,7/3/17
243,4292.26856117449,4231.28064695304,4171.17026750489,4111.90289136928,4012.7865953575,7/4/17
244,4310.30761242981,4249.06395230075,4188.7014978761,4129.18557295107,4029.65321763747,7/5/17
245,4229.49871788224,4167.30686659873,4106.03913624706,4045.66025348311,3946.15275288351,7/6/17
246,4229.50838222527,4167.31639392701,4106.04852852726,4045.66951260438,3946.16178910283,7/7/17
247,4229.5360511015,4167.34367053194,4106.0754184915,4045.6960213365,3946.18765966983,7/8/17
248,4229.49296405933,4167.30019029573,4106.0315647576,4045.65181354976,3946.14356383351,7/9/17
249,4229.49195659336,4167.29919711295,4106.030585653,4045.65084832641,3946.14262184671,7/10/17
250,4255.24975500421,4190.62250016948,4126.98745029499,4064.3077110007,3962.39965542646,7/11/17
251,4200.0319085153,4136.24322481284,4073.43387284718,4011.567436942,3910.98173144543,7/12/17
252,4170.97707485661,4107.62963517774,4045.25475353135,3983.81626612811,3883.92636215203,7/13/17
253,4091.60004332982,4027.40542292757,3964.22719000746,3902.02846536558,3802.2483504669,7/14/17
254,4091.57403328647,4027.37919777375,3964.20076220734,3902.00184719163,3802.22182279772,7/15/17
255,4091.57364206262,4027.37881249126,3964.200382775,3902.00147352163,3802.22145849669,7/16/17
256,4874.83939296347,4796.00357477371,4718.45478067187,4642.14724561052,4521.22665489179,7/17/17
257,4782.22234440422,4702.487900487,4624.09352247569,4546.99245436227,4426.29135550986,7/18/17
258,4782.22281952401,4702.48836792358,4624.09398235449,4546.99290680425,4426.29179616683,7/19/17
259,5556.84829266571,5461.52140837933,5367.84348325921,5275.75784665276,5133.19906101231,7/20/17
260,5816.6295031277,5716.84623861009,5618.78901733954,5522.39851943187,5373.17525696544,7/21/17
261,5853.7085907798,5753.28926709259,5654.60698859359,5557.60205728336,5407.42756808552,7/22/17
262,5741.82566880057,5640.49643929541,5540.96810693864,5443.1796404021,5293.43784468051,7/23/17
263,5740.04904664207,5638.70447652034,5539.16184805123,5441.3601079551,5291.62420245781,7/24/17
264,5740.0449474262,5638.70046817566,5539.15792856393,5441.3562753763,5291.62049775606,7/25/17
265,5757.05344059771,5654.85532355874,5554.48428158702,5455.87855403729,5305.22473444514,7/26/17
266,5829.41977193029,5725.92943888483,5624.28942181888,5524.43717635977,5371.88330150261,7/27/17
267,5840.46952277084,5736.78318078561,5634.95065634614,5534.9092866803,5382.06637608638,7/28/17
268,5817.47182009875,5713.60969080005,5611.61497257597,5511.42469375196,5358.68271994848,7/29/17
269,5846.54490479755,5741.57967903861,5638.51316219492,5537.28145335602,5383.27839644918,7/30/17
270,5857.46614940015,5752.30905874155,5649.05406981259,5547.63716652698,5393.35001999789,7/31/17
271,5829.67133752366,5724.44180109933,5621.12686240168,5519.66220615982,5365.62011555663,8/1/17
272,5845.70866896527,5739.57413674623,5635.38378555219,5533.07240783617,5378.08519276337,8/2/17
273,5805.96734200866,5700.54069372023,5597.04552194944,5495.41704811446,5341.47187308524,8/3/17
274,5993.82063312383,5884.67268323968,5777.53035003004,5672.3264332153,5513.13639991635,8/4/17
275,6008.84823360812,5899.40241640161,5791.96815332731,5686.47805020065,5526.86829642391,8/5/17
276,5982.02757159045,5872.42936180804,5764.85922229784,5659.24930479778,5499.80944679983,8/6/17
277,6075.56701517266,5963.40992944892,5853.34723025718,5745.30895156761,5582.66361223415,8/7/17
278,6081.35457916127,5968.46044832239,5857.68916831477,5748.9698790577,5585.63997102862,8/8/17
279,6130.06135088611,6016.30427590566,5904.68544834924,5795.133487264,5630.53040376846,8/9/17
280,6233.28704249887,6116.61593535639,6002.16134438971,5889.84934975462,5721.63668235175,8/10/17
281,6312.86111974215,6194.40198778049,6078.19945706815,5964.17831623394,5793.56553472766,8/11/17
282,6319.52794600382,6200.92372089099,6084.57926932399,5970.41927722194,5799.60939668108,8/12/17
283,6495.33743806264,6372.90699147163,6252.81997440446,6134.99836424508,5958.99082588409,8/13/17
284,6417.03788666605,6295.24598737086,6175.80591699462,6058.63939852582,5884.05405892154,8/14/17
285,6425.97272782395,6304.02254474548,6184.4270143288,6067.10776403149,5892.28888475896,8/15/17
286,6500.23001676747,6375.96427271607,6254.12139497383,6134.6207208675,5957.02822907681,8/16/17
287,6504.6683339178,6379.61223929881,6257.01364938404,6136.79070146131,5958.49324268592,8/17/17
288,6472.54946058232,6348.18112463663,6226.25528619886,6106.69057479427,5929.33271846155,8/18/17
