Date;USD;Increase
8/2/17;2693.633983;-0.062839279
8/3/17;2794.117717;0.035962599
8/4/17;2790;-0.001475884
8/5/17;3218.115017;0.133032851
8/6/17;3252.562533;0.010590885
8/7/17;3210.2;-0.013196229
8/8/17;3457.374333;0.071491921
8/9/17;3357.326317;-0.029799908
8/10/17;3340.28;-0.00510326
8/11/17;3632.506667;0.080447662
8/12/17;3852.802914;0.057178177
8/13/17;3868.52;0.004062816
8/14/17;4282.992;0.096771603
8/15/17;4217.028329;-0.015642217
8/16/17;4179.97;-0.008865693
8/17/17;4328.725717;0.034364782
8/18/17;4130.440067;-0.048005938
8/19/17;4104.71;-0.006268425
8/20/17;4157.958033;0.012806294
8/21/17;4043.722;-0.028250219
8/22/17;3986.28;-0.014409926
8/23/17;4174.95;0.04519096
8/24/17;4340.316717;0.03810015
8/25/17;4331.77;-0.001973031
8/26/17;4360.513317;0.006591728
8/27/17;4354.308333;-0.001425022
8/28/17;4339.05;-0.003516515
8/29/17;4607.98545;0.058362912
8/30/17;4594.98785;-0.002828647
8/31/17;4582.52;-0.002720741
9/1/17;4911.740017;0.067027167
9/2/17;4580.38748;-0.072341595
9/3/17;4585.57;0.00113018
9/4/17;4344.098317;-0.055586146
9/5/17;4488.72014;0.032218944
9/6/17;4385.02;-0.023648727
9/7/17;4654.6585;0.05792874
9/8/17;4310.750183;-0.079779227
9/9/17;4312.26;0.000350122
9/10/17;4329.955;0.004086648
9/11/17;4248.090017;-0.019271009
9/12/17;4198.59;-0.011789676
9/13/17;3961.271267;-0.05990974
9/14/17;3319.63;-0.193286983
9/15/17;3216.43;-0.032085262
9/16/17;3763.62604;0.145390651
9/17/17;3746.060783;-0.004688994
9/18/17;3678.53;-0.01835809
9/19/17;3943.413333;0.06717108
9/20/17;3977.561667;0.008585243
9/21/17;3894.48;-0.021333186
9/22/17;3637.50255;-0.070646672
9/23/17;3776.3869;0.036777045
9/24/17;3777.62;0.000326422
9/25/17;3942.555;0.041834546
9/26/17;3910.307383;-0.008246824
9/27/17;3881;-0.007551503
9/28/17;4201.98905;0.076389787
9/29/17;4193.574667;-0.002006494
9/30/17;4164.27;-0.007037168
10/1/17;4360.722967;0.04505055
10/2/17;4386.88375;0.005963409
10/3/17;4394.07;0.001635443
10/4/17;4225.175;-0.039973492
10/5/17;4338.852;0.026199787
10/6/17;4318.58;-0.004694136
10/7/17;4376.191667;0.013164795
10/8/17;4602.280883;0.049125471
10/9/17;4605.66;0.000733688
10/10/17;4782.28;0.036932175
10/11/17;4819.485767;0.007719862
10/12/17;4822.17;0.000556644
10/13/17;5563.806567;0.133296612
10/14/17;5739.438733;0.030600931
10/15/17;5825.99;0.014856062
10/16/17;5711.205867;-0.020098056
10/17/17;5603.71294;-0.019182447
10/18/17;5594.66;-0.001618139
10/19/17;5727.6335;0.023216133
10/20/17;5979.45984;0.042115232
10/21/17;5986.44;0.001165995
10/22/17;5983.18455;-0.0005441
10/23/17;5876.079867;-0.018227234
10/24/17;5900.59;0.004153844
10/25/17;5669.622533;-0.040737715
10/26/17;5893.138417;0.037928158
10/27/17;5889.82;-0.000563416
10/28/17;5776.69695;-0.019582653
10/29/17;6155.43402;0.061528898
10/30/17;6136.49;-0.00308711
10/31/17;6388.645167;0.039469271
11/1/17;6665.306683;0.041507695
11/2/17;6751.98;0.012836726
11/3/17;7197.72006;0.061927952
11/4/17;7437.543317;0.032244956
11/5/17;7365.99;-0.009714012
11/6/17;6989.071667;-0.053929671
11/7/17;7092.127233;0.014530981
11/8/17;7128.64;0.005121982
11/9/17;7158.03706;0.004106861
11/10/17;6719.39785;-0.065279541
11/11/17;6569.22;-0.022860834
11/12/17;5716.301583;-0.149208086
11/13/17;6550.227533;0.127312516
11/14/17;6493.63;-0.008715854
11/15/17;7301.42992;0.110635852
11/16/17;7815.0307;0.065719611
11/17/17;7868.77;0.006829441
11/18/17;7817.140383;-0.006604668
11/19/17;8007.654067;0.023791448
11/20/17;8049.72;0.005225764
11/21/17;8059.8;0.001250651
11/22/17;8268.035;0.025185549
11/23/17;8236.72;-0.003801877
11/24/17;8250.978333;0.001728078
11/25/17;8707.407267;0.052418466
11/26/17;8768.8;0.00700127
11/27/17;9718.29505;0.097701813
11/28/17;9952.50882;0.023533139
11/29/17;9919;-0.003378246
11/30/17;10147.372;0.022505531
12/1/17;10883.912;0.067672359
12/2/17;10879.88;-0.000370592
12/3/17;11332.622;0.039950331
12/4/17;11584.83;0.02177054
12/5/17;11591.22;0.000551279
12/6/17;13540.98;0.143989578
12/7/17;16501.97167;0.179432599
12/8/17;16860.88;0.021286453
12/9/17;15142.83415;-0.11345603
12/10/17;14869.805;-0.018361313
12/11/17;15068.95;0.013215586
12/12/17;17276.39333;0.127772232
12/13/17;16808.36667;-0.027844863
12/14/17;16252.31;-0.034214008
12/15/17;17771.9;0.085505208
12/16/17;19498.68333;0.088558971
12/17/17;19279.9;-0.011347742
12/18/17;18961.85667;-0.016772795
12/19/17;17737.11167;-0.069049856
12/20/17;17382.94;-0.02037467
12/21/17;16047.51;-0.083217272
12/22/17;15190.945;-0.056386551
12/23/17;13776.61;-0.102662048
12/24/17;13949.175;0.012370983
12/25/17;14119.02833;0.012030101
12/26/17;13740.94;-0.027515463
12/27/17;15589.32167;0.118567165
12/28/17;14380.58167;-0.084053624
12/29/17;14214.01;-0.011718837
12/30/17;13215.574;-0.075549953
12/31/17;14165.575;0.067064062
1/1/18;13796;-0.026788562
1/2/18;15005.85667;0.080625631
1/3/18;15053.26167;0.003149151
1/4/18;15039.24;-0.000932339
1/5/18;17174.12;0.12430797
1/6/18;17319.198;0.008376716
1/7/18;17155.95;-0.009515533
1/8/18;15265.90667;-0.123808128
1/9/18;14714.25333;-0.037491086
1/10/18;14437.42;-0.019174709
1/11/18;13296.794;-0.085782031
1/12/18;13912.882;0.044281839
1/13/18;13791.19;-0.008823894
1/14/18;13852.92;0.0044561
1/15/18;14012.196;0.011366955
1/16/18;13554.14;-0.033794545
1/17/18;11116.94667;-0.219232259
1/18/18;11345.42333;0.020138223
1/19/18;11174.82;-0.015266763
1/20/18;12950.79333;0.137132397
1/21/18;11505.228;-0.125644214
1/22/18;11513.42;0.000711518
1/23/18;11223.064;-0.025871366
1/24/18;11282.25833;0.005246674
1/25/18;11392.03;0.00963583
1/26/18;10969.815;-0.038488799
1/27/18;11524.77667;0.04815379
1/28/18;11431.37;-0.008171083
1/29/18;11212.655;-0.019506085
1/30/18;10184.06167;-0.101000305
1/31/18;10082.52;-0.010071061
2/1/18;9083.258333;-0.110011367
2/2/18;8901.901667;-0.0203728
2/3/18;8852.73;-0.005554407
2/4/18;8400.648333;-0.053815092
2/5/18;6838.816667;-0.228377473
2/6/18;6925.46;0.012510842
2/7/18;8099.958333;0.14500054
2/8/18;8240.536667;0.017059366
2/9/18;8245.08;0.000551036
2/10/18;8319.876566;0.008990105
2/11/18;8343.455;0.00282598
2/12/18;8068.02;-0.034139107
2/13/18;8597.7675;0.061614541
2/14/18;9334.633333;0.078938916
2/15/18;9471.64;0.014464936
2/16/18;10127.16167;0.064729061
2/17/18;10841.99167;0.065931613
2/18/18;11085.83;0.021995496
2/19/18;11110.965;0.00226218
2/20/18;11390.39167;0.024531788
2/21/18;11245.98;-0.012841181
2/22/18;9931.071667;-0.132403468
2/23/18;10162.11667;0.022735913
2/24/18;10171.3;0.000902867
2/25/18;9696.593333;-0.048956025
2/26/18;10348.60333;0.063004637
2/27/18;10319.46;-0.002824114
2/28/18;10370.165;0.004889508
3/1/18;11009.38167;0.058061087
3/2/18;10931.12;-0.007159529
3/3/18;11326.94833;0.034945717
3/4/18;11430.18167;0.009031645
3/5/18;11516.83;0.007523627
3/6/18;10763.19833;-0.070019305
3/7/18;10118.058;-0.06376128
3/8/18;9920.46;-0.01991823
3/9/18;9089.278333;-0.091446387
3/10/18;8746.002;-0.039249515
3/11/18;8777.37;0.003573736
3/12/18;9182.843333;0.044155532
3/13/18;9154.7;-0.003074195
3/14/18;9153.54;-0.000126727
3/15/18;8358.121667;-0.095167116
3/16/18;8530.402;0.020196039
3/17/18;8297.89;-0.028020617
3/18/18;8171.415;-0.015477735
3/19/18;8412.033333;0.028604063
3/20/18;8605.64;0.022497649
3/21/18;8947.753333;0.038234551
3/22/18;8690.408333;-0.029612533
3/23/18;8725.37;0.004006898
3/24/18;8662.378333;-0.007271867
3/25/18;8617.296667;-0.005231532
3/26/18;8457.96;-0.018838664
3/27/18;7876.195;-0.073863712
3/28/18;7960.38;0.0105755
3/29/18;7950.61;-0.001228837
3/30/18;6882.531667;-0.155186839
3/31/18;6935.48;0.007634415
4/1/18;6937.56;0.000299817
4/2/18;7035.848333;0.013969649
4/3/18;7410.435;0.05054854
4/4/18;7426.48;0.002160512
4/5/18;6826.51;-0.087888247
4/6/18;6603.876667;-0.033712521
4/7/18;6634.68;0.004642776
4/8/18;7017.656667;0.054573298
4/9/18;6699.273333;-0.047525055
4/10/18;6784.41;0.012548868
4/11/18;6926.266667;0.020480971
4/12/18;7847.845;0.117430751
4/13/18;7941.46;0.011788135
4/14/18;8036.511051;0.011827403
4/15/18;8340.748333;0.036476017
4/16/18;8368.1;0.003268564
4/17/18;7895.416926;-0.059868032
4/18/18;8164.937426;0.0330095
4/19/18;8175.96;0.001348169
4/20/18;8852.718333;0.076446387
4/21/18;8807.205;-0.005167739
4/22/18;8930.6;0.013817101
4/23/18;8933.861667;0.00036509
4/24/18;9555.542;0.065059662
4/25/18;9658.11;0.010619883
4/26/18;9258.398333;-0.043172874
4/27/18;9010.32;-0.027532688
4/28/18;8928.55;-0.009158262
4/29/18;9334.281667;0.043466833
4/30/18;9259.57;-0.008068589
5/1/18;9239.55;-0.002166772
5/2/18;9221.426;-0.001965423
5/3/18;9639.268333;0.04334793
5/4/18;9753.35;0.011696665
5/5/18;9803.306667;0.0050959
5/6/18;9630.136277;-0.017982133
5/7/18;9631.44;0.000135361
5/8/18;9228.608333;-0.043650316
5/9/18;9322.041667;0.01002284
5/10/18;9310.37;-0.00125362
5/11/18;8468.788;-0.09937455
5/12/18;8484.346667;0.001833808
5/13/18;8463.52;-0.002460757
5/14/18;8652.038333;0.021788892
5/15/18;8511.458;-0.016516598
5/16/18;8471.06;-0.004768943
5/17/18;8106.118333;-0.045020521
5/18/18;8240.055;0.016254341
5/19/18;8239.08;-0.000118338
5/20/18;8507.406667;0.03154036
5/21/18;8385.556187;-0.014530996
5/22/18;8396.63;0.00131884
5/23/18;7555.74;-0.111291548
5/24/18;7566.193333;0.001381584
5/25/18;7576.78;0.001397251
5/26/18;7342.908333;-0.031850005
5/27/18;7361.831667;0.002570465
5/28/18;7344.56;-0.002351627
5/29/18;7459.876667;0.015458254
5/30/18;7385.395;-0.010084994
5/31/18;7386.72;0.000179376
6/1/18;7535.146667;0.019697913
6/2/18;7645.146667;0.014388213
6/3/18;7637.14;-0.001048386
6/4/18;7500.273333;-0.018248224
6/5/18;7615.722142;0.015159273
6/6/18;7619.43;0.000486632
6/7/18;7676.271667;0.007404853
6/8/18;7620.153333;-0.007364463
6/9/18;7615.54;-0.000605779
6/10/18;6776.888333;-0.123751732
6/11/18;6875.678333;0.014368037
6/12/18;6879.31;0.000527912
6/13/18;6315.7;-0.089239514
6/14/18;6647.013333;0.04984394
6/15/18;6637.41;-0.001446849
6/16/18;6509.426667;-0.01966123
6/17/18;6464.411667;-0.006963511
6/18/18;6445.79;-0.002888966
6/19/18;6737;0.043225471
6/20/18;6714.718333;-0.003318332
6/21/18;6760.83;0.006820415
6/22/18;6332.573333;-0.067627589
6/23/18;6141.605833;-0.031094066
6/24/18;6170.46;0.004676178
6/25/18;6211.4475;0.006598703
6/26/18;6218.595;0.001149375
6/27/18;6097.46;-0.019866469
6/28/18;6107.896154;0.001708633
6/29/18;5908.7025;-0.033711911
6/30/18;6223.28;0.050548505
7/1/18;6374.754167;0.02376157
7/2/18;6466.069167;0.014122181
7/3/18;6626.44;0.024201658
7/4/18;6593.289167;-0.005027966
7/5/18;6603.376667;0.001527628
7/6/18;6555.51;-0.007301746
7/7/18;6594.281667;0.005879589
7/8/18;6753.559167;0.023584231
7/9/18;6724.04;-0.004390094
7/10/18;6510.791667;-0.032753057
7/11/18;6377.363333;-0.020922178
7/12/18;6403.18;0.004031851
7/13/18;6244.3575;-0.025434562
7/14/18;6241;-0.000537975
7/15/18;6248.84;0.001254633
7/16/18;6514.390833;0.040763724
7/17/18;6869.910833;0.051750308
7/18/18;7321.62;0.061695249
7/19/18;7396.401667;0.010110547
7/20/18;7428.045;0.004259981
7/21/18;7334.99;-0.012686452
7/22/18;7451.289167;0.015607926
7/23/18;7689.884167;0.031027125
7/24/18;7715.1;0.003268374
7/25/18;8251.165;0.064968401
7/26/18;8187.324167;-0.007797521
7/27/18;7939.81;-0.031173815
7/28/18;8182.251667;0.029630189
7/29/18;8206.341667;0.002935535
7/30/18;8220.91;0.001772107
7/31/18;7916.800833;-0.038413139
8/1/18;7570.869167;-0.045692464
8/2/18;7607.7;0.004841257
8/3/18;7394.499167;-0.028832356
8/4/18;7247.769167;-0.02024485
8/5/18;7011.28;-0.033729814
8/6/18;6988.079167;-0.003320059
8/7/18;6993.513333;0.000777029
8/8/18;6718.23;-0.040975574
8/9/18;6396.7725;-0.050253077
8/10/18;6396.494667;-4.34352E-05
8/11/18;6138.96;-0.041950863
8/12/18;6311.131667;0.027280633
8/13/18;6347.07;0.005662193
8/14/18;6252.13;-0.015185225
8/15/18;6362.676923;0.017374279
8/16/18;6342.629231;-0.003160786
8/17/18;6312.75;-0.004733156
8/18/18;6436.720833;0.019259936
8/19/18;6404.063333;-0.005099497
8/20/18;6486.58;0.012721136
8/21/18;6401.246154;-0.013330818
8/22/18;6575.229167;0.026460372
8/23/18;6354.57;-0.034724484
8/24/18;6543.645714;0.028894552
8/25/18;6719.429231;0.026160483
8/26/18;6738.27;0.002796084
8/27/18;6719.266154;-0.002828262
8/28/18;7000.04;0.04011032
8/29/18;7078.19;0.011040958
8/30/18;6932.6625;-0.020991574
8/31/18;6981.946154;0.007058727
9/1/18;7018.78;0.005247899
9/2/18;7247.935385;0.031616643
9/3/18;7260.949231;0.001792306
9/4/18;7265.08;0.000568579
9/5/18;7113.069231;-0.02137063
9/6/18;6433.271667;-0.105669028
9/7/18;6501.19;0.010447062
9/8/18;6366.1075;-0.02121901
9/9/18;6286.425833;-0.012675194
9/10/18;6240.98;-0.007281842
9/11/18;6296.320833;0.008789392
9/12/18;6273.1375;-0.003695652
9/13/18;6326.04;0.008362657
9/14/18;6499.0625;0.026622686
9/15/18;6518.655;0.003005605
9/16/18;6522.39;0.000572643
9/17/18;6400.600833;-0.019027771
9/18/18;6296.631667;-0.01651187
9/19/18;6342.39;0.007214683
9/20/18;6418.562667;0.011867558
9/21/18;6669.990833;0.037695429
9/22/18;6756.12;0.012748318
9/23/18;6710.445;-0.006806553
9/24/18;6639.304167;-0.010715104
9/25/18;6583.45;-0.008484027
9/26/18;6468.631667;-0.017750019
9/27/18;6535.476667;0.010228022
9/28/18;6686.08;0.022524907
9/29/18;6550.474167;-0.020701682
9/30/18;6593.135;0.006470493
10/1/18;6611.02;0.002705331
10/2/18;6562.641667;-0.007371777
10/3/18;6470.4025;-0.014255553
10/4/18;6483.73;0.00205553
10/5/18;6568.549167;0.012912923
10/6/18;6581.486667;0.001965741
10/7/18;6573.62;-0.001196702
10/8/18;6618.567692;0.006791151
10/9/18;6621.711667;0.000474798
10/10/18;6626.85;0.000775381
10/11/18;6248.635833;-0.060527478
10/12/18;6260.530833;0.001899999
10/13/18;6247;-0.002165973
10/14/18;6299.399167;0.008318121
10/15/18;6452.571667;0.02373821
10/16/18;6599.17;0.022214662
10/17/18;6596.276154;-0.000438709
10/18/18;6568.040769;-0.004298905
10/19/18;6509.61;-0.008976078
10/20/18;6488.825833;-0.003203071
10/21/18;6531.601667;0.006549057
10/22/18;6504.78;-0.004123378
10/23/18;6481.426;-0.003603219
10/24/18;6508.31;0.004130719
10/25/18;6489.77;-0.002856804
10/26/18;6473.753333;-0.002474093
10/27/18;6465.9175;-0.001211867
10/28/18;6457.21;-0.001348493
10/29/18;6382.668333;-0.011678762
10/30/18;6309.452857;-0.011604093
10/31/18;6301.61;-0.00124458
11/1/18;6342.280833;0.006412651
11/2/18;6387.674167;0.007106395
11/3/18;6390.42;0.00042968
11/4/18;6391.873333;0.000227372
11/5/18;6436.965;0.007005113
11/6/18;6437.76;0.00012349
11/7/18;6538.79;0.015450871
11/8/18;6486.251667;-0.008099953
11/9/18;6444.97;-0.006405254
11/10/18;6399.033333;-0.007178689
